,density,nelements,energysStab,atomMean,atomStd,transition,metalloid,other,NdValenc wmean,BulkModulus wstd,Number wstd,AtomicWeigh wstd,BoilingT wstd,BCCfermi wstd,IsAlkali wmean,IsAlkali wstd,NfValenc wmean,NfValenc wstd,HeatCapacityMass wmean,BCCenergy_p wstd,n_ws^third wmean,AtomicVolum wmean,AtomicVolum wstd,Density wstd,HeatFusion wmean,HeatFusion wstd,BCCvolume_padiff wmean,BCCvolume_padiff wstd,IsNonm wmean,MeltingT wstd,BCCenergydiff wmean,GSmagmom wmean,GSmagmom wstd,phi wmean,SpaceGroupNumber wstd,meanbv,vx,Coordination,numberDensity,oxidation flexibility,ShannonRadii,avgIonicRadVol,AtomicNum Density,deltaShannon,oxidation flexibility Std,deltaShannonstd,deltashannonmax,chargedensityvoldens
"mp-300756376, Li2Nb4ZnO12, Li3Nb4ZnO12, mp-756793, mp-756376",4.7343916916475575,4.0,0.024199498815789863,15.578947368421053,14.139589026535926,2.0,0.0,4.0,0.3421052631578947,14.858240576171546,3.2384463290347703,7.2600222174005875,418.0822372681164,0.7601263072520301,0.02631578947368421,0.045580284409707295,0.0,0.0,0.2582631578947368,0.8801290667449111,0.1294736842105263,2937.3245832853772,5083.6360482396885,732.8504599119074,1.7856315789473685,2.6169012923611046,-0.27982456140263146,0.4857313074607884,0.15789473684210525,233.5949845036261,0.36389600282894735,0.0,0.0,0.3421052631578947,16.10337106188598,-0.08741389219546207,5.340743877681822,5.0,0.08425952482805378,3.842105263157895,0.4733783086196953,0.4733783086196953,15.578947368421053,0.00806105346828543,1.7248389061235727,0.0030951495495710624,0.014459847722927216,1.2740691337622856
"mp-300756427, Li3SbS4, Li5SbS4, mp-768269, mp-756427",2.6131210942382554,3.0,0.06071454937499965,15.5,14.705441169852744,0.0,1.0,3.0,0.4166666666666667,0.6056447436868874,2.9338777903806577,6.1482321502133175,154.9487658873087,1.6118416754191247,0.125,0.1767766952966369,0.0,0.0,0.574375,0.4370311610303594,0.17500000000000002,8.478740869254159,4.014610290965464,338.7839210158724,1.4864166666666667,0.7064514117915132,-1.8911458333291664,2.267540315896696,0.16666666666666666,34.05924364149262,0.192425578125,0.0,0.0,0.5395833333333334,27.95352045012498,-0.014696147002344215,7.496527142000001,4.75,0.04648179037357359,5.0,0.8665150300159701,0.8665150300159701,15.5,0.033090123203342516,3.8729833462074175,0.02476730213235384,0.057819943866674425,0.6992789008167425
"mp-300756515, LiNb(TeO4)3, Li4Nb(TeO4)3, mp-758389, mp-756515",4.957869823289999,4.0,0.0015208210294126445,17.411764705882348,17.849234037048834,1.0,1.0,4.0,0.5,5.236781018194857,3.3967723332212048,8.229620159869073,94.01622674306526,0.867089833463583,0.014705882352941175,0.025471335405424664,0.0,0.0,0.22748529411764706,0.6059422752380702,0.03852941176470588,3283.0556213985387,5681.616734982317,446.413541403559,1.2908823529411764,1.2156053855125837,-0.5996078431352939,0.5984790892745349,0.17647058823529413,57.43120959036973,0.4189762930883824,0.0,0.0,0.10147058823529413,6.816489776415152,0.2567138771330094,5.0524876388586,5.647058823529411,0.07523549423866135,4.588235294117646,0.4784477115030614,0.4109556247478215,17.411764705882348,0.033158339041092666,1.9115384481496376,0.057026072938544815,0.15625922455393113,1.2714563251072637
"mp-300756554, Li3Cu3TeO8, Li4Cu3TeO8, mp-772822, mp-756554",4.958702557723517,4.0,0.07627731533333383,14.133333333333333,13.588557277683634,1.0,1.0,4.0,0.6666666666666666,11.285831825789359,1.889738371074449,4.0696167040957985,236.37014071625504,0.5807374942503959,0.05,0.08660254037844388,0.0,0.0,0.32411666666666666,0.4282191123617942,0.1225,2481.1942670112176,4292.393920113608,713.393311020543,1.149,0.9790137327376408,-0.3480555555533332,0.3865081212326469,0.13333333333333333,95.93887370033531,0.31349775761116666,0.0,0.0,0.3650000000000001,18.615674399100705,-0.4067197813716536,9.684582648446339,6.0,0.09590497059542606,3.2666666666666666,0.4783910777927822,0.4106016957498527,14.133333333333333,0.0265277978525352,1.9821424996424672,0.053459279804624636,0.2257468324774958,1.315593130307248
"mp-300756645, Li4Ti3O8, Li5Ti3O8, mp-755266, mp-756645",3.3614479909856967,3.0,0.05845598555555576,9.466666666666667,6.611774009715967,1.0,0.0,3.0,0.13333333333333333,9.753302701149336,1.666518511933571,3.4216482214205803,272.10426585464677,0.6555591934455695,0.08888888888888889,0.12570787221094176,0.0,0.0,0.5165333333333333,0.44504288583609614,0.18844444444444444,3308.370278126913,4672.185665968016,395.384726081312,1.2491111111111113,1.1520751432968552,-0.31296296295999976,0.4486030748831197,0.17777777777777778,152.27374944154906,0.4163468424444444,1.50222222222e-06,2.124463040361773e-06,0.5066666666666667,22.445016494360146,-0.12180135692085844,5.6968219039489325,6.0,0.10143189412501197,3.1333333333333333,0.4116235868709049,0.4116235868709049,9.466666666666667,0.015186403508173681,1.9275776393067945,0.006668983196022772,0.02266403951075706,0.9319819461012984
"mp-300756684, Sr2LiNb3O10, Sr2Li2Nb3O10, mp-756854, mp-756684",4.7288455720337215,4.0,0.04249144427083529,17.625,15.020298765337525,1.0,0.0,4.0,0.1875,13.705921892447623,2.694213997161324,6.064617127734483,358.96232386027907,0.7462348433484757,0.046875,0.05182226234930312,0.0,0.0,0.221390625,0.7866605765939209,0.1184375,2907.9401309916857,5029.981651699895,655.946148911294,1.7196875,2.276398672897336,-0.3198958333328125,0.4606060248808929,0.15625,199.5194964042004,0.3591328509375,0.0,0.0,0.309375,13.595043041950989,-0.11571263141921775,12.851389221584634,5.9375,0.07338520198996888,3.625,0.4815241752813485,0.4815241752813485,17.625,0.010541111685921608,1.899835519196333,0.008019509310150651,0.03066236698431932,1.2553750652219122
"mp-300756781, Sr3Nb4O13, Sr3Li2Nb4O13, mp-756435, mp-756781",4.788335103196352,3.0,0.09809827818749994,19.1,15.152227559009269,1.0,0.0,3.0,0.26666666666666666,16.027753706895076,1.3123346456686356,3.400011324814995,408.1047113657093,0.7142083101123422,0.05,0.07071067811865475,0.0,0.0,0.2318666666666667,0.7537502480986181,0.15133333333333335,4032.275684810217,5694.085493504862,732.6202036431098,2.419166666666667,2.5629057185589605,-0.4505833333333333,0.5037416803834636,0.21666666666666667,219.46849148694568,0.4979357484166666,0.0,0.0,0.39,15.855615899597074,-0.12160115097146935,17.007366159049965,5.95,0.06845529525902279,3.8,0.4730402349034832,0.4966155952495347,19.1,0.007952640556102876,1.7776388834631178,0.006406634642328846,0.02288201248572165,1.2690428714010131
"mp-300756861, La4Ti3O12, LiLa4Ti3O12, mp-770474, mp-756861",5.8314570319946695,3.0,0.09349050986842043,20.526315789473685,19.48107967680336,2.0,0.0,2.0,0.17543859649122806,7.211529362085947,3.703707807528248,9.678250767297788,305.20312359862106,0.6341154574006557,0.0,0.0,0.0,0.0,0.2345263157894737,0.2246080116285792,0.16280701754385965,3917.7087286635865,5532.9211604281945,528.7296124546355,1.2261403508771929,0.8572153518420396,-0.3256140350877195,0.5638478038909087,0.21052631578947367,117.31352861062277,0.4988260917543858,1.1859649122789472e-06,1.6772076634435054e-06,0.4224561403508771,13.91288908207184,-0.14496246786168568,5.307993819619191,5.947368421052633,0.07486844321504954,3.5263157894736836,0.4669137991022135,0.4669137991022135,20.526315789473685,0.01133297325332624,1.3521297451226453,0.00919986904159427,0.028278323397290868,1.491577032438467
"mp-300756908, LiSbO3, Li3SbO3, mp-752636, mp-756908",5.377763608672743,3.0,0.0889723509999989,15.6,17.805617091243988,0.0,1.0,3.0,0.6666666666666666,3.556527644893104,3.929376540877701,9.500853662716606,139.7678898110085,0.8115550709915801,0.06666666666666668,0.09428090415820636,0.0,0.0,0.4362,0.4554593097241227,0.14933333333333335,3721.888465399458,5256.228690866386,607.5243299700039,1.5633333333333332,1.704029994519528,-0.6585555555533332,0.4592212678462957,0.2,60.84415416455389,0.4748613483333333,0.0,0.0,0.4833333333333334,16.071783417599374,0.09978303755850867,5.708634005,5.2,0.09164063073368567,4.0,0.4521999379273121,0.43941245081539204,15.6,0.008212023005919179,2.5298221281347035,0.003440236823103997,0.014940199222923516,1.3875496961038536
"mp-300757073, Ba4Y2Cu5O14, Ba4LiY2Cu5O14, mp-772817, mp-757073",5.831854282760648,4.0,0.06507049149999933,22.36,18.097248409633988,2.0,0.0,4.0,0.52,11.487985376035258,2.164139551877374,5.72682488452467,209.79390445863768,0.6003114309200105,0.04,0.06928203230275509,0.0,0.0,0.16189,0.4022189155772638,0.1301,2606.7581359297496,4506.146263042115,670.4332120138522,1.2234,0.9427101993720022,-0.2447000000000001,0.4326378046357021,0.14,85.34957835133108,0.3259600634,0.0,0.0,0.3793,15.457642122911244,-0.3853688420295127,7.256604840447872,5.56,0.06919748449659753,3.0,0.4638444492004601,0.4638444492004601,22.36,0.00755732654914576,1.4422205101855958,0.006893564242002545,0.02308504055470802,1.5017511905199743
"mp-300757100, CoS2, Li3(CoS2)4, mvc-11233, mp-767412",3.2258530187162187,2.0,0.11779983833333316,19.666666666666668,5.1854497287013475,1.0,0.0,2.0,1.1666666666666663,27.43333333333333,0.833333333333333,0.8661341666666669,294.09333333333325,1.5651262199999998,0.0,0.0,0.0,0.0,0.30616666666666664,0.1624180449999999,0.29166666666666663,10.888158712075931,7.222871817704866,830.0,3.2736666666666663,2.126333333333333,-3.3564583333333333,3.4214583333333333,0.3333333333333333,165.2133333333333,0.38152628541666667,0.2580785333333333,0.2580785333333333,0.8499999999999999,8.999999999999996,-0.19407679474438166,6.89417858691527,6.0,0.04735748001632497,7.333333333333332,0.9695979281203506,0.8798853824038776,19.666666666666668,0.2301506017014701,0.9428090415820634,0.11883919291152215,0.31418260087994365,0.9039725028456644
"mp-300757100, Li3(CoS2)4, LiCoS2, mp-767412, mp-757100",3.4359203613088507,3.0,0.0634720732500007,16.333333333333332,8.121302577515232,1.0,0.0,3.0,0.6222222222222222,21.155246496341935,3.4685180241640117,7.103169101946873,237.16947672284405,1.6860337063046125,0.06666666666666668,0.09428090415820636,0.0,0.0,0.4020888888888889,0.6490452106567994,0.2208888888888889,7.243288518432182,5.15409788337317,929.774179406676,1.945955555555556,1.6837111930875774,-1.7956666666644443,2.5645938094394816,0.17777777777777778,159.29590546829178,0.2037708275555556,0.13764188444444445,0.1946550197319237,0.6433333333333333,5.909022187289243,0.009767414006895429,6.378768353000001,5.666666666666668,0.06049281222373488,5.866666666666666,0.8913123943480267,0.8403112731918781,16.333333333333332,0.049667740623843805,3.0521395046025592,0.03272291006579663,0.08026520445109595,0.9589908835583024
"mp-300757419, Ti(SiO3)2, LiTi(SiO3)2, mp-766596, mp-757419",3.082842160001362,3.0,0.04667859472222169,10.888888888888893,4.629481479111035,1.0,1.0,3.0,0.07407407407407407,9.087291960285404,1.235061629669116,2.3340557510476536,263.4092236324503,0.8487108396313587,0.0,0.0,0.0,0.0,0.2761481481481481,0.3302515703312939,0.16740740740740742,4133.73526190846,5841.453648738601,239.72723786565032,4.2922222222222235,4.889440457101314,-0.8207407407407407,0.5939061829816333,0.2222222222222222,138.21277844758157,0.5534080003703704,8.345679012333334e-07,1.1802572446454296e-06,0.4888888888888889,17.700759091857716,0.05129630622175746,16.68185507,4.111111111111111,0.08352953270233117,5.0,0.4971364152019268,0.4971364152019268,10.888888888888893,0.0015537939704390565,1.6329931618554518,0.0009386346258484986,0.003888316403934985,0.8827942519093885
"mp-300757434, Si6Bi9O26, LiSi6Bi9O26, mp-766877, mp-757434",7.026194148129036,3.0,0.06626337134146176,25.34146341463415,30.647969539315447,0.0,1.0,3.0,0.7317073170731708,5.979242300575772,7.019542515721035,18.430382480667554,179.3008023764283,0.21655588800011424,0.0,0.0,1.024390243902439,1.4487065760895121,0.23770731707317075,0.36899479588861855,0.15804878048780488,3933.630696965561,5555.415268236289,941.7324743250896,3.308406504065041,3.0064601384489085,-0.8820325203252032,0.1882069746099321,0.21138211382113825,87.18123324110613,0.5167909699186992,0.0,0.0,0.5329268292682926,13.400169585260544,-1.2192472711197984,9.058961261382748,4.585365853658536,0.0703690144027818,5.463414634146342,0.5666653578576768,0.5475560347956808,25.34146341463415,0.0038630047426825155,1.9266748934762443,0.0036162240729279375,0.010600000609755843,1.7308085734285021
"mp-300757464, Nb(PO3)4, LiNb(PO3)4, mp-757155, mp-757464",2.8800441500298564,3.0,0.043925885834734224,11.588235294117649,7.919141542374786,1.0,0.0,3.0,0.0784313725490196,4.237835112846595,1.3416694427102749,2.4345109409964976,97.31214017743679,0.9373405587851368,0.0,0.0,0.0,0.0,0.28150980392156866,0.4674004865393902,0.16156862745098036,4377.200482708229,6184.8537063026815,221.58427235743463,2.094117647058824,1.733247447078105,-1.0772735760941177,0.8173678892278569,0.3137254901960784,51.67312516838357,0.5967524492156863,0.0,0.0,0.5147058823529412,5.354126134736337,0.2686670304259838,7.021837054468517,4.117647058823529,0.07212639936915098,5.0588235294117645,0.5517680749064172,0.5517680749064172,11.588235294117649,0.0026048398331106233,1.696730011983054,0.0008131453391284644,0.0048817833926673325,0.8112364122787612
"mp-300757532, SnP2O7, LiSnP2O7, mvc-1016, mp-757532",3.457885971478241,3.0,0.16866934849999904,13.6,12.443472184241823,0.0,0.0,3.0,0.3333333333333333,2.3907228102721483,1.1115554667022045,2.532431658365521,96.54917100743135,0.5579120671955548,0.0,0.0,0.0,0.0,0.2730333333333333,0.5468105468655187,0.15133333333333335,4340.959173144038,6133.146535258604,298.0218604659322,1.5256666666666667,1.5600457970485635,-1.243349206346667,0.3578495707926612,0.3,10.248784253103722,0.5860116466666666,0.0,0.0,0.5083333333333334,5.619213072624632,0.2074319335495535,6.644697012111312,4.1,0.07115544631693492,5.2,0.5556840217420423,0.5556840217420423,13.6,0.002269942419545745,1.833030277982336,0.0006911179599436003,0.0038248842021174037,0.9392537422659152
"mp-300757663, Sn(PO3)4, LiSn(PO3)4, mp-757156, mp-757663",3.1680137377443653,3.0,0.03142284558823505,12.117647058823529,9.91660730018189,0.0,0.0,3.0,0.19607843137254904,1.4536276857137755,1.1620025403944358,1.96416936493244,43.57123622199754,0.8227928681581653,0.0,0.0,0.0,0.0,0.28076470588235297,0.6178643537917062,0.15372549019607842,4377.376260203951,6184.729337308309,201.97933087866818,1.6460784313725492,1.9237473243078524,-1.2352147525647061,0.6145643862221954,0.3137254901960784,19.422618126467448,0.5980489521568627,0.0,0.0,0.5166666666666667,3.730337403942311,0.2522889783915762,6.912506982102351,4.117647058823529,0.0746275779399087,5.176470588235294,0.5358489483930383,0.5358489483930383,12.117647058823529,0.002675661989879544,1.8225803982152549,0.0007886893172233491,0.004719441046152753,0.8777150078769783
"mp-300757673, TiP2O7, LiTiP2O7, mvc-1011, mp-757673",2.725891319897393,3.0,0.13583880250000036,10.8,4.64327470649756,1.0,0.0,3.0,0.06666666666666668,4.752543178832432,1.451436070471816,2.7518870447035977,128.3435891140133,0.8432954725224326,0.0,0.0,0.0,0.0,0.2829333333333333,0.4161988653645181,0.16066666666666668,4340.648157540596,6133.366543022789,194.89249800856885,1.759,1.4711630319807067,-0.9698492063466668,0.7191413846999201,0.3,68.27376851080265,0.5876062253333333,7.5111111111e-07,1.0622315201808866e-06,0.4966666666666668,7.788880963698618,0.1806901584889948,6.5280317505013175,4.1,0.07400783865193271,4.9,0.536448126852538,0.536448126852538,10.8,0.002583230278781569,1.57797338380595,0.001296322691509044,0.006201143364898703,0.7757778139018336
"mp-300757777, SiBi3O7, LiSiBi3O7, mp-753860, mp-757777",8.051036009940509,3.0,0.0888145724242424,29.0,33.11138227805713,0.0,1.0,3.0,0.9090909090909092,4.143655466424071,9.302487399023931,24.068273201145463,181.1778151878796,0.5977140449790559,0.0,0.0,1.2727272727272727,1.7999081702930302,0.2273939393939394,0.4578855505042633,0.15090909090909088,3947.631724860274,5574.665656601937,1210.2907429081504,2.5778181818181816,1.834259682820848,-0.8295454545454545,0.244763617905394,0.21212121212121213,54.740779567507104,0.5102158078787878,0.0,0.0,0.5196969696969697,7.375162447044393,-1.055616199917312,7.736688364300963,5.090909090909091,0.06953241139868442,5.454545454545454,0.5671635481431108,0.5370011747671355,29.0,0.008095091300756174,1.9241827716833384,0.0070465046841835955,0.019519688775110032,1.9571367304912333
"mp-300757800, CuCO3, LiCu3(CO3)3, mp-758727, mp-758505",3.2884008963712628,3.0,0.13202362794444422,11.8,8.634813257969162,1.0,0.0,3.0,0.6666666666666666,11.951382997609755,1.9754043186705408,4.316748461093784,340.1413051463564,0.4331142045024552,0.0,0.0,0.0,0.0,0.2565333333333333,0.3109704924086546,0.21600000000000005,3719.816435407693,5257.693795627628,756.9934079758127,8.777333333333335,10.449904029330712,-0.2903333333333333,0.5532367385567311,0.26666666666666666,304.68085211177214,0.751122666,0.0,0.0,0.7126666666666668,16.55240835111985,-0.34839972408840264,12.747050774007125,3.2,0.08013933407940231,4.6,0.5582699326206129,0.5582699326206129,11.8,0.002231651680192434,1.7435595774162698,0.0011795871164330294,0.0038921855464722132,0.91783288780361
"mp-300757800, Li2Cu3(CO3)3, LiCuCO3, mp-762515, mp-757800",3.4800900695711507,4.0,0.07288701588235202,10.764705882352944,8.592263358357746,1.0,0.0,4.0,0.44117647058823534,9.909397081509606,2.025091308975618,4.322556203727564,284.4827997055133,0.6468843969972495,0.029411764705882363,0.050942670810849335,0.0,0.0,0.2751176470588235,0.39044070198872544,0.17176470588235293,2462.276878080969,4261.220875078458,633.2247338324596,5.896764705882353,8.602785835701601,-0.19458333333235286,0.43600344837267657,0.17647058823529413,258.80852174483465,0.4971944739705882,0.0,0.0,0.5554411764705883,12.64858916869694,-0.2056007977876896,13.107782851208734,3.5490196078431366,0.09264911120597953,4.0588235294117645,0.5161119968545855,0.5161119968545855,10.764705882352944,0.0013527643801866257,2.208821571237481,0.0008151927925245258,0.0029616886458017164,0.9680087978112994
"mp-300757800, LiCu3(CO3)3, Li2Cu3(CO3)3, mp-758505, mp-762515",3.3559905279890807,4.0,0.09074328752604101,11.25,8.627716963368696,1.0,0.0,4.0,0.46875,10.64781557703269,2.2066129304887157,4.7162933812740615,322.51250749047387,0.6926051170123815,0.015625,0.027063293868263703,0.0,0.0,0.23634375,0.4559402290265826,0.16718750000000002,2615.832557053533,4527.741526697481,678.8208005175762,6.2184375,9.170976867227328,-0.20544270833281247,0.463810645128714,0.1875,280.5642108647574,0.5282011265625,0.0,0.0,0.545625,14.76525297150374,-0.2725377944911489,13.017659673768506,3.4166666666666665,0.08563535615206541,4.3125,0.5411335775566363,0.5411335775566363,11.25,0.0024594997254798762,2.0223362109204297,0.0014355259915136743,0.0058171489690888424,0.9350643711990336
"mp-300757806, Sn(PO3)4, LiSn(PO3)4, mp-757131, mp-757806",3.242872758924281,3.0,0.02505090470588289,12.117647058823529,9.91660730018189,0.0,0.0,3.0,0.19607843137254904,1.4536276857137755,1.1620025403944358,1.96416936493244,43.57123622199754,0.8227928681581653,0.0,0.0,0.0,0.0,0.28076470588235297,0.6178643537917062,0.15372549019607842,4377.376260203951,6184.729337308309,201.97933087866818,1.6460784313725492,1.9237473243078524,-1.2352147525647061,0.6145643862221954,0.3137254901960784,19.422618126467448,0.5980489521568627,0.0,0.0,0.5166666666666667,3.730337403942311,0.2522889783915762,6.852298229350492,4.117647058823529,0.07639100067101944,5.176470588235294,0.5248812265713314,0.5248812265713314,12.117647058823529,0.002738886916963762,1.8225803982152549,0.0008073257611247676,0.004830959734667929,0.8984550967161683
"mp-300757884, Sn3(P2O7)2, Li2Sn3(P2O7)2, mvc-560, mp-757884",3.4286560019902126,3.0,0.03105019642857165,15.333333333333336,14.406788523316205,0.0,0.0,3.0,0.4761904761904761,3.5176551433065515,1.7566775025088155,4.529040401203068,155.71013757560732,0.3298542859763113,0.0,0.0,0.0,0.0,0.2636349206349206,0.4528498930516415,0.16380952380952374,4134.674875776261,5840.789186096524,433.88846870991347,1.5665079365079364,1.4345700688495149,-1.3119992441396824,0.20545823662093685,0.2857142857142857,14.823251290994794,0.5591558801587301,0.0,0.0,0.5499999999999999,8.137920468957834,0.03058150292748994,8.29408308221628,4.190476190476192,0.061590144167021015,5.333333333333333,0.6267018348184308,0.6267018348184308,15.333333333333336,0.0019322753898315267,1.8856180831641267,0.0006193921523865776,0.0031530587724835288,0.916608069448626
"mp-300758115, SnP2O7, Li2SnP2O7, mp-766434, mp-758115",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2074319335495535,7.869118672756143,4.2,0.06975241770155051,5.2,0.564444953814505,0.564444953814505,13.6,0.00222518415668963,1.833030277982336,0.0006774906366029807,0.0037494659135130478,0.9207337280475192
"mp-300758218, TiP2O7, LiTiP2O7, mp-761010, mp-758218",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1806901584889948,8.215516240233338,4.2,0.07347724459693501,4.9,0.5397715297860008,0.5397715297860008,10.8,0.0025647099888558237,1.57797338380595,0.0012870287960784776,0.00615668469857988,0.7702159287886724
"mp-300758259, Ti3Cu3(TeO8)2, Li4Ti3Cu3(TeO8)2, mp-760579, mp-758259",4.866669509399197,4.0,0.0916569204947928,16.041666666666668,13.277421833908702,2.0,1.0,4.0,0.5833333333333333,6.8655237722017,0.947573197846888,1.9692185885327056,171.44587758523744,0.6669386043881724,0.0,0.0,0.0,0.0,0.18561458333333333,0.539645586966133,0.0934375,3100.3277793598704,5366.164969240262,394.2577684261328,1.2659375,0.657127480484296,-0.4254861111104167,0.4915737759471277,0.16666666666666666,83.42287788614618,0.3939811723264583,7.04166666665625e-07,1.2196524436612802e-06,0.2578125,8.212053672549475,-0.13807985300422196,5.666469506729611,5.75,0.08319872878205115,4.333333333333333,0.4479186834772594,0.4214851967741032,16.041666666666668,0.015658525102470122,1.2133516482134197,0.03227002760889208,0.1223988272720328,1.2953945247185723
"mp-300758997, CuCO3, LiCu3(CO3)3, mp-760536, mp-758450",3.3176370673072832,3.0,0.13777366016666634,11.8,8.63481325796916,1.0,0.0,3.0,0.6666666666666666,11.951382997609755,1.9754043186705408,4.316748461093784,340.1413051463564,0.4331142045024552,0.0,0.0,0.0,0.0,0.2565333333333333,0.3109704924086546,0.21600000000000005,3719.816435407693,5257.693795627628,756.9934079758127,8.777333333333335,10.449904029330712,-0.2903333333333333,0.5532367385567311,0.26666666666666666,304.68085211177214,0.751122666,0.0,0.0,0.7126666666666668,16.55240835111985,-0.3483997240884026,7.585194902990633,3.2,0.0808518284934592,4.6,0.554342645113869,0.554342645113869,11.8,0.006754477846994022,1.743559577416269,0.0035702233987785353,0.011780369348575915,0.9259930604967076
"mp-300759185, Sb(PO3)4, LiSb(PO3)4, mvc-1868, mp-759185",2.9547852694727914,3.0,0.0340691015441168,12.176470588235292,10.141558611607213,0.0,1.0,3.0,0.19607843137254904,1.193343063113956,1.1436601232484462,1.9186160242183607,27.83403109858921,0.8410448859561123,0.0,0.0,0.0,0.0,0.2803725490196079,0.6179904956020561,0.1541176470588235,4377.439488403592,6184.6846028809705,194.0066224030983,1.8939215686274509,1.7933760172947335,-1.1649206349176469,0.7032883897774246,0.3137254901960784,14.780086367070727,0.6012121984313726,0.0,0.0,0.5215686274509804,4.110357693569844,0.22467506295325265,6.993679213631713,4.117647058823529,0.06911956399480661,5.176470588235294,0.5729431355637907,0.5701063976558769,12.176470588235292,0.00242785764428513,1.8225803982152549,0.0006193563359404549,0.0035156303754830176,0.8168800554929189
"mp-300759234, Li2CuF6, Li3CuF6, mp-759169, mp-759234",3.2617201781590595,3.0,0.0,9.888888888888893,7.187094057242768,1.0,0.0,3.0,0.3703703703703704,6.8300955894714175,2.1779541374798748,4.541056106375024,141.72749329261015,0.6501545863986422,0.07407407407407407,0.10475656017578484,0.0,0.0,0.4627037037037036,0.0672002462518046,0.12703703703703706,4135.724794891231,5844.483497029558,441.550284568364,0.7825925925925925,0.553608687499728,-0.289691358022222,0.3974573488516645,0.2222222222222222,47.16350291705873,0.1950798061111111,0.0,0.0,0.3759259259259259,16.888970110266033,-0.44435864066644826,4.491256313149682,6.0,0.09235415201636328,0.3333333333333333,0.9210684031194232,0.8232608382988228,9.888888888888893,0.028250163802878463,0.9428090415820634,0.009565012444095996,0.034929825231249954,0.8864205195543533
"mp-300759433, Li2CuF5, Li3CuF5, mp-762326, mp-759433",3.241467186950924,3.0,0.0057182542708336115,10.0,7.6157731058639095,1.0,0.0,3.0,0.4166666666666667,7.683857538155341,2.0008678672571616,4.1737854840661,164.44480837046817,0.6419953759655856,0.08333333333333333,0.11785113019775792,0.0,0.0,0.4862083333333334,0.02705583188293566,0.14291666666666664,3877.623370613943,5478.9336762904795,496.803171644018,0.8697916666666666,0.6346357906749001,-0.2726736111083331,0.3718805081828952,0.2083333333333333,55.91701191212344,0.1832100390625,0.0,0.0,0.42291666666666666,19.697274910222703,-0.25350406519221313,4.80991809881081,5.3125,0.09057219151213032,0.375,0.8594650501789552,0.8216221851772735,10.0,0.030247012731731644,0.9921567416492216,0.010846627532046505,0.03853784150647239,0.8790847675788951
"mp-300759534, Bi2(SO4)3, LiBi2(SO4)3, mp-768482, mp-759534",3.927703652260148,3.0,0.010661733529411244,18.23529411764705,23.83899280285707,0.0,0.0,3.0,0.3921568627450979,1.5049348530607365,2.8500929114677054,7.935049332176057,62.57533525715365,0.4895673207091989,0.0,0.0,0.5490196078431372,0.7764309754205228,0.2624313725490196,0.5863097144085894,0.04549019607843136,4377.624167714143,6184.553701459375,481.6663764672314,0.5885294117647059,0.5113465025545207,-1.1349142156862744,0.5923603162307566,0.29411764705882354,13.142931591795087,0.6079291679656863,0.0,0.0,0.1627450980392157,4.5290297776282715,0.05592397603651382,8.779656943330707,4.235294117647058,0.0569432790454458,5.176470588235294,0.614056038144554,0.6034005537469629,18.23529411764705,0.008664164336051466,1.8225803982152549,0.011707553085820464,0.03333330343199034,1.0078389144696092
"mp-300759673, BiP2O7, LiBiP2O7, mp-766118, mp-759673",4.221623487668502,3.0,0.05813045043749996,16.9,22.205629916757594,0.0,0.0,3.0,0.3333333333333333,1.3021349989749742,2.1638443156156644,6.103688246786487,49.608706449126,0.5854672336338923,0.0,0.0,0.4666666666666667,0.6599663291074445,0.2695333333333333,0.5467930444816732,0.14866666666666667,4341.2430622713755,6132.945737003806,403.1807859785015,1.6575333333333333,1.5015727429006636,-1.0761825396800002,0.5747462821633702,0.3,10.381269457805038,0.5864179469999999,0.0,0.0,0.5083333333333334,3.5975300168618767,-1.5582205644482061,6.7507263643511175,4.2,0.06639236882699681,5.2,0.5810539564088882,0.5704938616494699,16.9,0.002786210149321795,1.833030277982336,0.0025245621545518736,0.01025100514654952,1.0890322664699406
"mp-300759713, Li4Ti15O32, Li8Ti15O32, mp-759678, mp-759713",3.4829728346417146,3.0,0.08606346205882609,11.725490196078427,6.762289992020334,1.0,0.0,3.0,0.19607843137254904,15.052093176441208,2.664038176567912,5.6729033627472365,451.3167345036178,0.7813900617507784,0.026143790849673203,0.03697290359145346,0.0,0.0,0.3370196078431373,0.8752919191331537,0.17464052287581694,3890.856407303023,5497.639395864114,615.0152259885119,1.5116993464052288,1.874299769000736,-0.3587145969490196,0.5342736710444921,0.20915032679738568,252.62541762514505,0.4917129615032679,2.209150326794118e-06,3.1242103534731965e-06,0.4470588235294118,21.31935175563785,-0.13175139021703164,5.670192035,5.215686274509804,0.0850505148569606,3.980392156862745,0.4677480044465637,0.4677480044465637,11.725490196078427,0.003455508315321923,1.2444416982448965,0.0016200503335435633,0.005589343660986848,0.9679297391021792
