,chargedensityvoldens,HeatFusion wmean,numberDensity,IsFBlock wmean,GSvolume_p wmean,ICSDVolum wmean,energysStab,metalloid,Crystal System,AtomicNum Density,density
"mp-300773699, Mg(Fe5O8)2, LiMg(Fe5O8)2, mp-773318, mp-773699",1.3088758278488524,1.853086419753086,0.09102618501582377,0.0,3.4058024691358018,5.173333333333333,0.21523117555555427,0.0,5.0,14.814814814814815,4.6954993853954665
"mp-300773718, Fe2(PO4)3, LiFe2(PO4)3, mp-25661, mp-31845",0.8000328650525347,1.6839215686274511,0.07260450380953554,0.0,3.89079831932549,5.663725490196079,0.09166568314951196,0.0,5.0,11.352941176470587,2.8126836194140665
"mp-300773719, Fe23O32, LiFe23O32, mp-776135, mp-773719",1.377082091924167,2.9515454545454545,0.09137529051702097,0.0,4.892272727272728,7.513272727272726,0.21817891054545768,0.0,2.0,15.527272727272727,4.955893976955844
"mp-300773728, V9O22, LiV18O44, mp-850238, mp-775458",0.9202203480715322,3.1990322580645163,0.0767394837858796,0.0,5.119354838709677,8.17483870967742,0.04104519548387131,0.0,1.0,12.35483870967742,3.3314859419886402
"mp-300773763, Cr3Fe2Sb3O16, Li4Cr3Fe2Sb3O16, mp-775288, mp-773763",1.3473403716109795,1.5990625,0.08226169672362454,0.0,3.076979166666667,4.458125,0.11773747125000078,1.0,2.0,16.875,5.059553352052144
"mp-300773961, Mn15NiO32, Li8Mn15NiO32, mp-853227, mp-773961",1.1450898145750492,1.5150694444444444,0.0859329054479991,0.0,3.187456896552084,5.204027777777777,0.04208856403646077,0.0,5.0,13.729166666666664,4.1463130835813855
"mp-300773983, MgCr3Se3(SO8)3, Li2MgCr3Se3(SO8)3, mp-773999, mp-773983",0.8762105554941709,0.5999588235294118,0.07205131641368731,0.0,2.5300036764705887,3.781529411764706,0.0,0.0,2.0,12.529411764705882,3.1577359901215933
"mp-300773984, Ti6Co3O16, Li3Ti6Co3O16, mp-765900, mp-773984",1.104152168498289,1.826933333333333,0.08340242546597917,0.0,3.6874,5.561866666666668,0.09753969419999996,0.0,1.0,13.64,3.988553238603992
"mp-300773988, Ti3Co3(SbO8)2, Li4Ti3Co3(SbO8)2, mp-762505, mp-773988",1.340801454779876,1.3973958333333334,0.08794243477949032,0.0,3.01671875,4.422395833333333,0.10133201586805553,1.0,2.0,15.708333333333336,4.988879429099794
"mp-300774007, ZnCr3(SO4)6, LiZnCr3(SO4)6, mvc-16353, mp-769549",0.8428546206396359,0.6299558823529412,0.07570613997176327,0.0,3.0939062500000003,4.576617647058824,0.006828294969363213,0.0,5.0,11.470588235294118,2.9497181817937275
"mp-300774013, V3Fe2CuO12, LiV3Fe2CuO12, mp-774409, mp-767459",0.9728984452580496,1.505,0.073344749344962,0.0,2.5113888888888893,3.962916666666666,0.046199153437500584,0.0,2.0,13.666666666666664,3.5187907328576835
"mp-300774059, Ti12Fe5O32, Li7Ti12Fe5O32, mp-773987, mp-774059",1.0485331235763695,1.6727210884353738,0.08143835624913692,0.0,3.7094557823129257,5.6221768707483,0.10207868801020403,0.0,5.0,13.265306122448981,3.768847834642195
"mp-300774102, NiO2, Li3(NiO2)4, mvc-13696, mp-764850",1.2999631433368024,2.9866666666666664,0.09131954499157166,0.0,4.755,7.596666666666668,0.2667565836111105,0.0,5.0,14.666666666666664,4.584178085114343
"mp-300774123, Mn3TeO8, Li2Mn3TeO8, mp-771740, mp-774123",1.1779348972057184,1.6075,0.07624884832623764,0.0,3.8629469987222222,5.817222222222222,0.06899435421874944,1.0,5.0,15.916666666666664,4.4358152794087005
"mp-300774141, Cr2P4H3O16, Li2Cr2P4H3O16, mp-776748, mp-763238",0.8156215434940611,1.1986,0.08790122300036346,0.0,2.781859523808,4.738,0.0702141730500001,0.0,2.0,9.56,2.8427917882373466
"mp-300774144, WO3, Li(WO3)2, mp-771798, mp-774144",1.7225411311179286,6.62125,0.07243819795640544,0.0,5.420625,8.491249999999999,0.0053953912499995465,0.0,7.0,24.5,6.971748343491273
"mp-300774149, CrWO6, Li2CrWO6, mvc-5774, mp-774149",1.291301780471641,3.109583333333333,0.07290024743680612,0.0,3.4112500000000003,5.5008333333333335,0.18000640171875126,0.0,2.0,18.25,5.0211939142964335
"mp-300774301, Cr3(NiO6)2, Li2Cr3(NiO6)2, mp-776703, mp-780190",0.9003852967109213,1.9725490196078432,0.07040336525433705,0.0,3.205294117647058,5.217058823529412,0.08635613955882349,0.0,1.0,13.176470588235292,3.2002947576835843
"mp-300774307, MgCr3(SO4)6, LiMgCr3(SO4)6, mp-772325, mp-769554",0.8118285216824338,0.6403382352941177,0.07644769645809069,0.0,3.1595680147058824,4.637573529411765,0.0,0.0,5.0,10.941176470588236,2.8251429672683748
"mp-300774351, Cr3(CuO6)2, Li3Cr3(CuO6)2, mp-764630, mp-774351",0.925516898605824,1.820392156862745,0.07172803878123073,0.0,3.2347058823529413,5.2543137254901975,0.05148655676470604,0.0,1.0,13.294117647058822,3.3285074585213965
"mp-300774369, V12O29, LiV24O58, mp-774272, mp-765490",0.9358554740230266,3.2241463414634137,0.07782032689054591,0.0,5.123963414634146,8.170731707317072,0.042678435487806254,0.0,1.0,12.390243902439025,3.389066291104061
"mp-300774459, Ti16CuS32, Li8Ti16CuS32, mp-767157, mp-774459",0.8992067048928764,2.0072925170068032,0.05083563806901897,0.0,7.505374149659864,7.6112244897959185,0.018083583571427475,0.0,5.0,18.224489795918366,3.1965518176214114
"mp-300774464, Co(SO4)2, LiCo(SO4)2, mp-772442, mp-774464",0.7655414573954101,0.6485454545454544,0.07053755626061327,0.0,4.080568181818182,6.1066666666666665,0.05127900566287824,0.0,5.0,11.181818181818182,2.6733235977760668
"mp-300774465, Mn(SO4)2, LiMn(SO4)2, mp-771564, mp-774465",0.8113998384358098,0.5488484848484848,0.0759987331763867,0.0,4.08791927899697,6.13939393939394,0.03240083706439467,0.0,5.0,11.0,2.8344634981734904
"mp-300774516, Mg3Si16(Cu3O16)3, Li8Mg3Si16(Cu3O16)3, mp-766403, mp-774516",1.0068561192408825,3.1636842105263154,0.08711572359641992,0.0,3.0670394736842104,4.37608552631579,0.07425142945312313,1.0,2.0,11.907894736842106,3.544466870059673
"mp-300774552, Y2Ti2S2O5, Li2Y14Ti14(S2O5)7, mp-25305, mp-774554",1.1318217934121728,1.2641363636363638,0.06612004320266965,0.0,4.436562500000001,5.445454545454545,0.07115334542929119,0.0,3.0,17.636363636363637,4.16893949995957
"mp-300774711, Ba14Y7(Cu10O21)2, Ba14LiY7(Cu10O21)2, mp-774710, mp-774711",1.5032283206921722,1.3874999999999995,0.06515384910750617,0.0,5.1826054216867465,6.254307228915661,0.015560639421685176,0.0,2.0,23.7710843373494,5.8498653472684765
"mp-300774722, La20Cu9O40, LiLa20Cu9O40, mp-849992, mp-774722",1.7541771625093463,1.2328502415458935,0.07246124546486196,0.0966183574879227,5.805700483091787,7.483526570048308,0.061606546980676136,0.0,2.0,24.94202898550725,6.957906580517907
"mp-300774793, La8Cu3O16, LiLa8Cu3O16, mp-776310, mp-774793",1.7410348535083122,1.1595061728395062,0.07217932737156578,0.09876543209876544,5.8527160493827175,7.562345679012346,0.0730175964814821,0.0,2.0,24.85185185185185,6.915601218569491
"mp-300774859, NbPO5, LiNbPO5, mp-772125, mp-774859",0.9854230257838258,2.363809523809524,0.07403100314809072,0.0,4.1083446712,5.901904761904763,0.02205459339285732,0.0,3.0,13.714285714285715,3.580413537812075
"mp-300774863, Ni9S10, LiNi9S10, mp-767469, mp-774863",1.5373551875473983,4.592894736842107,0.0730457115403402,0.0,9.230230263157894,9.351052631578947,0.08872590144736757,0.0,2.0,21.684210526315788,5.419283948636488
"mp-300774883, Fe3(SnS4)2, LiFe3(SnS4)2, mp-754767, mp-774883",1.1483059792947363,1.7819999999999998,0.05026245223546896,0.0,7.821923076923077,7.5774358974358975,0.16838824961538545,0.0,3.0,23.538461538461537,4.246809844738581
"mp-300775013, Mn3Fe3(SbO8)2, Li4Mn3Fe3(SbO8)2, mp-775891, mp-775013",1.3117127763955538,1.283958333333333,0.08468672492322397,0.0,2.838049568965625,4.272083333333333,0.08559902143228992,1.0,1.0,15.958333333333336,4.874197857366303
"mp-300775092, Cr3Sn3(SbO8)2, Li4Cr3Sn3(SbO8)2, mp-771431, mp-775092",1.4185145964380101,1.3286458333333333,0.07760161100308023,0.0,3.56484375,4.743333333333332,0.1174744106249994,1.0,2.0,18.83333333333333,5.431623976908685
"mp-300775097, CoO2, Li(CoO2)2, mp-32686, mp-764935",1.2464972827463172,2.773333333333333,0.08960005094726604,0.0,4.7425,7.639999999999999,0.02068371916666667,0.0,5.0,14.333333333333336,4.509753254548545
"mp-300775129, Cr3(FeO6)2, Li2Cr3(FeO6)2, mp-776667, mp-775129",0.8580999560026361,1.8286274509803924,0.06831691421400468,0.0,3.221372549019608,5.2531372549019615,0.0,0.0,1.0,12.941176470588234,3.0674364905127702
"mp-300775136, Cr3Co3(TeO8)2, Li4Cr3Co3(TeO8)2, mp-761712, mp-775136",1.3963632274435909,1.56125,0.08968360080613147,0.0,2.9115798611104164,4.323229166666667,0.06959163281250103,1.0,2.0,16.041666666666668,5.236994613887314
"mp-300775171, Mn2CrNi3(PO4)6, Li4Mn2CrNi3(PO4)6, mp-764646, mp-775171",0.9495368638953321,1.1987777777777775,0.08004344566976382,0.0,2.3170366721388893,3.3309444444444445,0.08479476460937363,0.0,5.0,12.222222222222221,3.3516079614481216
"mp-300775180, Co3WO8, Li2Co3WO8, mp-765823, mp-775180",1.5962583578583702,2.8519444444444435,0.09011652506081297,0.0,3.3229166666666665,5.224722222222222,0.1492042812499994,0.0,1.0,18.25,6.093357097679983
"mp-300775189, MnFe(PO4)2, Li2MnFe(PO4)2, mp-767833, mp-775189",0.9690142347514618,1.3658333333333332,0.08262424842030339,0.0,2.899959633277084,4.184166666666666,0.013957386111110637,0.0,1.0,12.083333333333336,3.4383175141015188
"mp-300775195, Mn11Fe(PO4)12, Li12Mn11Fe(PO4)12, mp-850500, mp-775195",0.9570362986457632,1.3502083333333332,0.08207462751240928,0.0,2.895751060480208,4.191458333333333,0.00566966555555659,0.0,1.0,12.013888888888893,3.406861810234433
"mp-300775229, MnV4O12, Li3MnV4O12, mp-766904, mp-775229",0.8420864160991968,1.9911764705882355,0.06924526808492074,0.0,3.368384043272549,5.412549019607843,0.060748271323531,0.0,1.0,12.529411764705882,3.048419681499152
"mp-300775260, CoCu3(PO4)4, Li4CoCu3(PO4)4, mp-775137, mp-761537",0.9553789820081954,1.4029166666666666,0.07822473540731331,0.0,2.9105828373,4.169479166666666,0.016796299062499458,0.0,1.0,12.583333333333336,3.4068086538877482
"mp-300775271, Cr3WO8, Li2Cr3WO8, mp-773181, mp-775271",1.4278765355481815,3.2519444444444443,0.08406529271153299,0.0,3.401666666666667,5.2988888888888885,0.0949200995833337,0.0,6.0,17.5,5.4421007371271575
"mp-300775291, Mn2Cr3O12, Li2Mn2Cr3O12, mp-764449, mp-775291",0.8546347874054209,1.7933333333333332,0.06866526740218383,0.0,3.211866125760784,5.269607843137255,0.01625944294117776,0.0,1.0,12.823529411764708,3.0709114395570767
"mp-300775304, Na9Fe10(SiO3)20, Na9LiFe10(SiO3)20, mp-775293, mp-775304",0.9740243619490572,2.977020202020202,0.08878488752449247,0.0,3.3474494949487377,4.8425252525252525,0.013753249114057729,1.0,2.0,11.303030303030305,3.4058470472011804
"mp-300775323, Mn3CuNi2(PO4)6, Li4Mn3CuNi2(PO4)6, mp-773677, mp-775323",0.9976136106228852,1.1322777777777775,0.08371566249543279,0.0,2.3173010399550003,3.3372777777777776,0.04412268850694545,0.0,5.0,12.277777777777779,3.5354707899434215
"mp-300775342, VFeO4, LiVFeO4, mp-18949, mp-775342",1.0450487713879821,2.0105555555555554,0.07975665142294887,0.0,3.3422222222222224,5.283333333333332,0.014605323333334754,0.0,3.0,13.5,3.7697465835052375
"mp-300775390, Mn2Ni(PO4)3, Li2Mn2Ni(PO4)3, mp-763518, mp-775390",0.9803710190413042,1.4105555555555556,0.08302004722925542,0.0,2.892581759713889,4.174305555555555,0.035498592256945294,0.0,5.0,12.166666666666664,3.473130429444328
"mp-300775429, Ba4Bi3O11, Ba4LiBi3O11, mp-755667, mp-775429",1.576717662168264,1.1892222222222222,0.05212279521014837,0.0,8.395648148148151,10.159629629629633,0.04987999125000098,0.0,3.0,31.16666666666667,6.50217816763684
"mp-300775443, Mn3Fe2Sb3O16, Li4Mn3Fe2Sb3O16, mp-771758, mp-775443",1.3579950973745918,1.34625,0.08230257098941997,0.0,3.055028735632292,4.4640625,0.0993140984548626,1.0,1.0,17.0,5.112325558282902
"mp-300775451, V2Cr3Sb3O16, Li4V2Cr3Sb3O16, mp-773383, mp-775451",1.327377161754667,1.7592708333333331,0.0822615348651426,0.0,3.1244791666666667,4.501875,0.11046316083333353,1.0,1.0,16.625,5.003725842821488
"mp-300775471, V4FeO12, Li3V4FeO12, mp-763248, mp-775471",0.8037796611346335,2.0088235294117647,0.06578642433174517,0.0,3.3731372549019607,5.404313725490197,0.09528854687499866,0.0,1.0,12.588235294117649,2.9019772775728607
"mp-300775506, Mn3Sn3(TeO8)2, Li4Mn3Sn3(TeO8)2, mp-772482, mp-775506",1.3823908394399516,1.025625,0.07479800425028385,0.0,3.6096294300760414,4.826979166666666,0.06070719723958451,1.0,2.0,19.041666666666668,5.341511129278774
"mp-300775511, K(WO3)6, KLi(WO3)6, mp-34278, mp-775511",1.5576864943750115,4.2687333333333335,0.06609909196215275,0.0,4.443955555556,6.442799999999999,0.0,0.0,5.0,24.28,6.278838345771932
"mp-300775538, Mn5FeO12, Li3Mn5FeO12, mp-777021, mp-775538",1.1212129945485592,1.5,0.08418365850580872,0.0,3.1931098339722226,5.205555555555555,0.07223690857638765,0.0,1.0,13.722222222222221,4.05801771027361
"mp-300775553, V3CuO8, Li2V3CuO8, mp-775644, mp-775553",1.1104573506283042,2.2183333333333333,0.0847485421340513,0.0,3.4150000000000005,5.3425,0.0839676320833318,0.0,5.0,13.5,4.038498604567268
"mp-300775610, Mn3Cr3(TeO8)2, Li4Mn3Cr3(TeO8)2, mp-772458, mp-775610",1.2976674723405537,1.4584374999999998,0.08466415373635534,0.0,2.919160680076041,4.356979166666666,0.0647385974609378,1.0,1.0,15.791666666666664,4.873679608336111
"mp-300775640, Ni5Te(PO4)6, Li4Ni5Te(PO4)6, mp-850365, mp-775640",1.0314042098109053,1.5368055555555555,0.08070811053967485,0.0,3.0576719576701383,4.297361111111111,0.08075479232638827,1.0,5.0,13.166666666666664,3.688853867304574
"mp-300775647, Mn3SnO8, Li2Mn3SnO8, mp-770865, mp-775647",1.2174329955081595,1.3233333333333333,0.07963951953682873,0.0,3.821882183908333,5.625833333333333,0.08873284791666691,0.0,7.0,15.75,4.5350981404378965
"mp-300775648, MnV4CuO12, Li2MnV4CuO12, mp-771461, mp-775648",0.8829650102224597,1.5993055555555555,0.06766510410723052,0.0,2.539688697318056,3.9979166666666655,0.021927639583333658,0.0,1.0,13.444444444444445,3.2100335123534016
"mp-300775651, Mn3CoO8, Li2Mn3CoO8, mp-771811, mp-775651",1.1826267360924856,1.5747222222222217,0.08808155485466197,0.0,3.1818821839083333,5.183333333333334,0.04578437541666691,0.0,5.0,13.833333333333336,4.287238743711594
"mp-300775677, Fe5P6WO24, Li4Fe5P6WO24, mp-851003, mp-775677",1.0329722189397306,1.6519444444444444,0.07883498593672766,0.0,2.9419543650777777,4.2036805555555565,0.014930368854164657,0.0,5.0,13.5,3.755960009624911
"mp-300775679, Mn3CrO8, Li2Mn3CrO8, mp-773946, mp-775679",1.126476514917814,1.7080555555555554,0.0854436721322458,0.0,3.208132183908333,5.2080555555555526,0.07419707104166663,0.0,2.0,13.583333333333336,4.076822666868115
"mp-300775700, Ti3Nb2V3O16, Li4Ti3Nb2V3O16, mp-770898, mp-775700",1.1326989286270486,1.7757291666666668,0.08118405835571317,0.0,2.8243750000000003,4.257395833333333,0.0922208104166664,0.0,2.0,14.375,4.146670021927957
"mp-300775737, Ni9O10, LiNi9O10, mp-656884, mp-775737",1.7725309968836946,4.1978947368421045,0.10451376118609963,0.0,4.8402631578947375,7.140526315789473,0.05362206789473678,0.0,2.0,17.473684210526315,6.286449598781237
"mp-300775796, Ti3NbO8, Li2Ti3NbO8, mp-776082, mp-775796",1.1421949788108483,2.0613888888888887,0.08258278097289798,0.0,3.919166666666667,5.8344444444444425,0.09737894076923047,0.0,1.0,14.25,4.165411614414409
"mp-300775867, SbPO5, LiSbPO5, mp-9750, mp-775867",1.1377603732906811,1.8776190476190475,0.07741178823143711,0.0,4.745487528342856,6.476190476190478,0.0,1.0,1.0,15.142857142857142,4.273777523631761
"mp-300775900, NaCu(PO3)3, NaLiCu(PO3)3, mp-761042, mp-775900",0.8880877973311064,1.3178571428571428,0.08159215566555739,0.0,3.392304421766072,4.7282142857142855,0.01115431133928535,0.0,3.0,11.214285714285712,3.1302484491924387
"mp-300775936, Na3CuPCO7, Na3LiCuPCO7, mp-767526, mp-775936",0.8746310590090907,2.4443076923076927,0.08427864972277427,0.0,2.934542124540002,4.265692307692307,0.011123215865385559,0.0,1.0,10.692307692307693,3.0949556695644853
"mp-300776051, Mn2Fe(PO4)3, Li2Mn2Fe(PO4)3, mp-776759, mp-776051",0.946645941175018,1.3595833333333331,0.0809029708621849,0.0,2.898276204158333,4.187083333333333,0.08764843041666738,0.0,5.0,12.055555555555555,3.3633039180890214
"mp-300776113, TiMn7(PO4)12, Li8TiMn7(PO4)12, mp-778073, mp-776113",0.8658909366356558,1.2410294117647058,0.0797171146618297,0.0,2.9337719139363974,4.2802573529411765,0.06438630959558901,0.0,2.0,11.191176470588236,3.060335420081468
"mp-300776140, MnV5O12, Li2MnV5O12, mp-776190, mp-776140",0.8789160538428704,2.2787037037037043,0.06906722714163786,0.0,3.42217752235,5.368888888888887,0.05826677333333485,0.0,1.0,13.111111111111107,3.1962394038895323
"mp-300776170, TiO2, LiTi2O4, mp-756587, mp-776170",1.062297734155954,2.4316666666666658,0.08640682245778529,0.0,5.816666666666666,8.731666666666666,0.11145533958333333,0.0,6.0,12.666666666666664,3.81976535620561
"mp-300776203, V3NiO8, Li2V3NiO8, mp-776184, mp-776203",1.103701934300659,2.3261111111111106,0.08475616446796796,0.0,3.394166666666667,5.316111111111111,0.04964346270833353,0.0,1.0,13.416666666666664,3.981948551236972
"mp-300776322, V5CoO12, Li2V5CoO12, mp-761587, mp-776322",0.9143276191081372,2.3396296296296297,0.07124616758531592,0.0,3.417685185185185,5.348888888888889,0.05888868722222361,0.0,1.0,13.222222222222221,3.3233332894250536
"mp-300776357, SbP(OF3)2, Li2SbP(OF3)2, mp-554701, mp-776357",0.8341029954239578,1.0075,0.06318949634472787,0.0,3.26463095238,4.561,0.0,1.0,2.0,13.6,3.134458960569772
"mp-300776365, Mn21O40, Li9Mn21O40, mp-849596, mp-776365",1.1343059550901171,2.294344262295082,0.08436600017745971,0.0,4.790486150368032,7.791803278688524,0.04335267303278734,0.0,2.0,13.852459016393444,4.119366431581865
"mp-300776371, Nb2(PO4)3, LiNb2(PO4)3, mp-17242, mp-26533",0.848267891678655,2.3188235294117647,0.06662561152508956,0.0,4.1829551820705895,5.913529411764706,0.0,0.0,5.0,13.117647058823529,3.063446593567805
"mp-300776424, Na2CuP2O7, Na2LiCuP2O7, mp-556822, mp-776424",0.8402390078226005,1.19625,0.07582765751812845,0.0,3.7173363095208334,5.225625,0.008400030208332687,0.0,1.0,11.416666666666664,2.974409875123287
"mp-300776432, Na2CuPCO7, Na2LiCuPCO7, mp-767534, mp-776432",0.8256877805950401,2.6046666666666667,0.07975377619076722,0.0,2.6916984126966663,3.9585,0.0,0.0,1.0,10.666666666666666,2.9191355979478923
"mp-300776487, V5CuO12, Li2V5CuO12, mp-777235, mp-776487",0.9214491774627382,2.291481481481481,0.07120275067417776,0.0,3.432962962962963,5.361666666666667,0.03163412388888709,0.0,1.0,13.333333333333336,3.3516077800863098
"mp-300776566, Mn3NbCr2(PO4)6, Li4Mn3NbCr2(PO4)6, mp-775967, mp-776566",0.9421876492776567,1.2624999999999995,0.07835544300579167,0.0,2.366467706621667,3.3852777777777776,0.09418702576388682,0.0,5.0,12.388888888888893,3.366802574520712
"mp-300776625, Ti2(PO4)3, LiTi2(PO4)3, mp-774537, mp-18640",0.7726353348481129,1.6972549019607843,0.0731502610172912,0.0,4.124523809521569,5.894705882352941,0.014890123848042338,0.0,5.0,10.882352941176471,2.7198169032284656
"mp-300776654, V5O12, Li3V5O12, mp-774289, mp-762254",0.9960718109029024,3.2394117647058827,0.08268395406808632,0.0,5.126764705882354,8.168235294117647,0.09947182705882264,0.0,1.0,12.411764705882351,3.607759834335524
"mp-300776665, MnP2O7, LiMnP2O7, mp-771388, mp-777093",0.8683138715515106,1.717666666666667,0.08059681533093631,0.0,3.9787687465766672,5.723333333333333,0.006341041499998923,0.0,1.0,11.1,3.0632143188436025
"mp-300776668, Mn7Fe(PO4)12, Li8Mn7Fe(PO4)12, mp-778021, mp-776668",0.8672601559512281,1.239779411764706,0.0794256894165961,0.0,2.9118601492305154,4.25860294117647,0.07365313992647149,0.0,2.0,11.25,3.0646213573787886
"mp-300776672, NbV3O8, Li2NbV3O8, mp-776485, mp-776672",1.1008736461835051,2.673888888888889,0.07822284265769046,0.0,3.6125,5.518611111111111,0.020501222604165648,0.0,1.0,14.5,4.045337993106204
"mp-300776741, Mn3SbO8, Li2Mn3SbO8, mp-774390, mp-776741",1.1970450165972264,1.6744444444444444,0.07789368490390353,0.0,3.773965517241667,5.7136111111111125,0.09566917774305496,1.0,2.0,15.833333333333336,4.4685563373041814
"mp-300776744, Mn3Cr3(SbO8)2, Li4Mn3Cr3(SbO8)2, mp-780598, mp-776744",1.3142836088152736,1.5086458333333332,0.08620314375252958,0.0,2.8524245689656254,4.279270833333333,0.06418683093749955,1.0,2.0,15.708333333333336,4.892608087868586
"mp-300776756, TiMn2Ni3(PO4)6, Li4TiMn2Ni3(PO4)6, mp-776680, mp-776756",0.9417249454928972,1.1607222222222222,0.07974740984106392,0.0,2.3475922276944443,3.3623888888888884,0.08729911085069375,0.0,5.0,12.166666666666664,3.324023614687172
"mp-300776761, Cr(SO4)2, LiCr(SO4)2, mp-765763, mp-776761",0.7733117830397506,0.794,0.07303485780961683,0.0,4.1092045454545465,6.133636363636364,0.0567010805871222,0.0,5.0,10.909090909090908,2.6914866890014584
"mp-300776804, NiSn3(PO4)4, Li4NiSn3(PO4)4, mp-771749, mp-776804",1.0937264402844666,1.2146875,0.07389294722305091,0.0,3.6055828373,4.643020833333333,0.10648839583333293,0.0,1.0,15.25,4.0630190141925135
"mp-300776805, Mn3Cr3(SnO8)2, Li4Mn3Cr3(SnO8)2, mp-771095, mp-776805",1.2933431801829454,1.2453124999999998,0.08528209740068282,0.0,2.888362068965625,4.2134375,0.08207042802083286,0.0,2.0,15.625,4.804338893910414
"mp-300776829, Mn7Cr(PO4)12, Li8Mn7Cr(PO4)12, mp-778074, mp-776829",0.8723196965470743,1.2662132352941178,0.08009846158021755,0.0,2.9135513257011034,4.259448529411765,0.06734509218749984,0.0,2.0,11.220588235294118,3.083051741593186
"mp-300776839, Mn3Sn(PO4)6, Li6Mn3Sn(PO4)6, mp-778517, mp-776839",0.8799145796217435,1.1941176470588235,0.07573369440825874,0.0,3.078596964646324,4.3693382352941175,0.0637072534558838,0.0,5.0,11.970588235294118,3.1563681483872092
"mp-300776857, Ti3Nb2Cr3O16, Li4Ti3Nb2Cr3O16, mp-777531, mp-776857",1.1659241710183368,1.7601041666666666,0.08284502340168026,0.0,2.7675,4.198958333333334,0.09629794677083048,0.0,2.0,14.5,4.249642606313613
"mp-300776880, Fe2Ni(PO4)3, Li2Fe2Ni(PO4)3, mp-774420, mp-776880",0.9670047752235208,1.4355555555555557,0.08114709395708705,0.0,2.8993154761888884,4.162638888888888,0.033845428645833835,0.0,5.0,12.277777777777779,3.40835464911807
"mp-300776893, V4O5F7, LiV4O5F7, mp-778714, mp-776893",0.899880658281582,1.8517708333333327,0.07607367730118338,0.0,3.4482812500000004,5.359583333333333,0.010999666874999649,0.0,2.0,12.1875,3.2903416455838306
"mp-300777013, Ni(SO4)2, LiNi(SO4)2, mp-772423, mp-777013",0.8021007605750619,0.6873333333333335,0.07331014010430413,0.0,4.082840909090908,6.098787878787879,0.052495255871215285,0.0,5.0,11.272727272727273,2.7757488152990306
"mp-300777017, Mn7Ni(PO4)12, Li8Mn7Ni(PO4)12, mp-776812, mp-777017",0.8707959344533378,1.253272058823529,0.07954155241238356,0.0,2.9103527962893385,4.255220588235294,0.08642679049632385,0.0,2.0,11.279411764705882,3.074624578889792
"mp-300777022, Mn3Cr3(WO8)2, Li4Mn3Cr3(WO8)2, mp-778921, mp-777022",1.4477966318322055,2.1861458333333332,0.0846335499332399,0.0,2.529299568965625,3.980104166666666,0.0843020470052096,0.0,2.0,17.625,5.530569401503502
"mp-300777041, Mn3Co3(SnO8)2, Li4Mn3Co3(SnO8)2, mp-770554, mp-777041",1.3910334560791784,1.0953125,0.0895739475519896,0.0,2.8588308189656253,4.185625,0.05679523760416672,0.0,2.0,16.0,5.1750976885551925
"mp-300777057, CoPO4, LiCoPO4, mp-777025, mp-777057",1.0544155948147511,1.9788888888888885,0.08808368446647839,0.0,3.8464021164,5.530555555555555,0.015296211249999912,0.0,3.0,12.333333333333336,3.751843899497288
"mp-300777058, V6O7F5, LiV6O7F5, mp-779962, mp-777058",1.1321230041954322,2.441018518518518,0.08784809347372402,0.0,3.5246759259259264,5.312962962962963,0.03794639777777853,0.0,1.0,13.277777777777779,4.154499275674606
"mp-300777066, MnP2O7, LiMnP2O7, mp-770558, mp-778319",0.8890600140659064,1.717666666666667,0.08252247041010068,0.0,3.9787687465766672,5.723333333333333,0.006058237249999543,0.0,1.0,11.1,3.136402002344864
"mp-300777067, MnP2O7, LiMnP2O7, mp-770531, mp-540221",0.8903288454941692,1.717666666666667,0.0826402432289629,0.0,3.9787687465766672,5.723333333333333,0.0008633037499992112,0.0,1.0,11.1,3.1408781517265494
"mp-300777069, Mn2PO5, LiMn2PO5, mp-770538, mp-777069",1.0127661747238936,1.8941666666666668,0.07950125733974875,0.0,3.7112671045416654,5.4245833333333335,0.00533998906250055,0.0,3.0,13.125,3.6443852708878084
"mp-300777072, VPO5, LiVPO5, mp-767483, mp-777072",0.7395208758578898,1.9590476190476187,0.06837825237718997,0.0,3.862154195009524,5.698571428571429,0.003679277499998079,0.0,1.0,11.142857142857142,2.6263267453121872
"mp-300777077, V4OF11, LiV4OF11, mp-782703, mp-777077",0.8876312836247819,1.8546875,0.07352984113768013,0.0,3.4984895833333334,5.281250000000001,0.001407514374999863,0.0,2.0,12.4375,3.2718594902155966
"mp-300777081, V4O5F7, LiV4O5F7, mp-763945, mp-777081",0.9056467167649368,1.8517708333333327,0.07656112557371332,0.0,3.4482812500000004,5.359583333333333,0.04648855875000013,0.0,1.0,12.1875,3.311424777201398
"mp-300777083, V6O7F5, LiV6O7F5, mp-778750, mp-777083",1.1284276579417836,2.441018518518518,0.08756134978783009,0.0,3.5246759259259264,5.312962962962963,0.030590097777777107,0.0,2.0,13.277777777777779,4.140938634933929
"mp-300777084, V2OF5, LiV2OF5, mp-781965, mp-777084",0.8928758976951628,1.8539583333333327,0.07433785295121002,0.0,3.4859375,5.300833333333334,0.003201219583333525,0.0,2.0,12.375,3.2846761374673634
"mp-300777086, V2OF5, LiV2OF5, mp-779365, mp-777086",0.8889706823499498,1.8539583333333327,0.07401271781784527,0.0,3.4859375,5.300833333333334,0.0014021570833335772,0.0,2.0,12.375,3.2703097874637344
