,ShannonRadii,AtomicVolum wmean,density,HeatFusion wmean,metalloid,VegardVolume,BulkModulus wstd,NfValenc wstd,energysStab,SpaceGroupNumber wstd,q6,HeatCapacityMass wstd,n_ws^third wmean
"mp-300765811, Ni3Sn(PO4)4, Li4Ni3Sn(PO4)4, mp-774257, mp-765811",0.5178365415003046,3100.4979353092103,3.9458808765031854,1.4298958333333331,0.0,0.8466153113666658,9.1727962460867,0.0,0.08190261161458158,10.50731392094732,0.278422049801489,0.2408754024945464,0.13635416666666667
"mp-300765840, V3Co(PO4)4, Li4V3Co(PO4)4, mp-775494, mp-765840",0.5279648718476982,3100.422309442115,3.39998685345123,1.6497916666666663,0.0,0.8458746084187456,7.818247885555944,0.0,0.03869505729166356,10.507783779907054,0.2755341738506815,0.2384285339438447,0.13822916666666665
"mp-300765841, V2O3F, LiV2O3F, mp-764327, mp-765841",0.5076947151711036,4133.660547957708,3.976785846218096,2.4397222222222217,0.0,0.8475204262366718,25.141574442188357,0.0,0.035740018333333616,34.01043775877061,0.2905014184815919,0.14596202787111076,0.1822222222222222
"mp-300765853, V2O2F3, LiV2O2F3, mp-764353, mp-765853",0.5226279304765094,4429.376658638407,3.3869792752761767,2.105,0.0,0.9244877502269044,21.54992095044716,0.0,0.09639467214285702,28.54625875467552,0.27496249315639937,0.08745191098365933,0.1561904761904762
"mp-300765863, V6O7F5, LiV6O7F5, mp-764335, mp-765863",0.44852314506413465,4134.00911835916,4.189458737919447,2.441018518518518,0.0,0.9014461555590488,25.141574442188357,0.0,0.07407839888888823,33.90245630053781,0.24369233201141205,0.08054660656976173,0.1822222222222222
"mp-300765867, V3(O2F)2, LiV3(O2F)2, mp-765508, mp-765867",0.5589116135717668,4133.834833158435,3.893854978313643,2.44037037037037,0.0,1.1658452939890571,25.141574442188357,0.0,0.06838383444444496,33.95094500402996,0.2698474237377082,0.1110577773232386,0.1822222222222222
"mp-300765874, V2O2F3, LiV2O2F3, mp-764379, mp-765874",0.5327164007442223,4429.376658638407,3.6611576241420174,2.105,0.0,1.0809111783866308,21.54992095044716,0.0,0.05917205714285601,28.54625875467552,0.30385583435981445,0.08745191098365933,0.1561904761904762
"mp-300765882, Ni(PO3)3, LiNi(PO3)3, mp-767052, mp-765882",0.5726302326071728,4292.957901238365,2.828613330129245,1.9251282051282053,0.0,0.8610561151426389,6.018708505236478,0.0,0.07767448177884617,6.8827887563900125,0.28696481834772763,0.2564793727360024,0.17179487179487174
"mp-300765883, CrPHO5, LiCrPHO5, mp-774136, mp-765883",0.5020675625723525,3488.1045260170263,3.195002389651201,1.271875,0.0,0.9808217095931556,8.480388681393087,0.0,0.026018323177083857,11.671739038699418,0.28777393448847044,0.6997274636867556,0.1525
"mp-300765896, V3F10, LiV3F10, mp-768262, mp-765896",0.7391761629196059,7156.062321844191,3.1489845627634603,2.578846153846154,0.0,0.8489653584047272,18.461538461538463,0.0,0.09676626730769212,20.65384615384616,0.1958213170265828,0.26049999999999995,0.18923076923076929
"mp-300765898, TiMn3O8, Li2TiMn3O8, mp-773245, mp-771575",0.42859233881559256,4133.106993401967,4.317937868340461,1.5177777777777777,0.0,0.9715996591968984,12.552359475216667,0.0,0.04233251999999865,20.155223260766874,0.33092849440383576,0.2519041956090293,0.1763888888888889
"mp-300765901, V4(OF3)3, Li3V4(OF3)3, mp-849543, mp-779405",0.5535113438861327,4650.967670798115,3.2712091385665443,1.8532291666666667,0.0,1.0268318919102952,18.856180831641268,0.0,0.000607277812500584,24.598882794188484,0.27582333631747424,0.15049491270471568,0.13666666666666666
"mp-300765945, Mn4OF8, Li2Mn4OF8, mp-767164, mp-765945",0.8063336196112816,4293.690167255913,3.3230109747021475,1.3820512820512822,0.0,0.9618641519932678,17.40570538305348,0.0,0.0717927040705133,29.279132280751448,0.2754647385029509,0.19025443360642968,0.16512820512820514
"mp-300765960, MnVP2(HO5)2, LiMnVP2(HO5)2, mp-766980, mp-765074",0.5029656058769937,2790.5070174103557,3.204621854874319,0.922625,0.0,0.9851072415406014,4.168632869418942,0.0,0.05175922203125083,7.951866919158041,0.2835078872453958,0.6736112930039846,0.119375
"mp-300765997, TiMn3O8, Li2TiMn3O8, mp-774302, mp-775166",0.45018686852397705,4133.106993401967,3.9927020597767737,1.5177777777777777,0.0,0.8175135817954152,12.552359475216667,0.0,0.09019680041666513,20.155223260766874,0.3488252715915849,0.2519041956090293,0.1763888888888889
"mp-300766055, TiFe3(PO4)6, Li6TiFe3(PO4)6, mp-775272, mp-761955",0.586376320836562,3282.6101848434773,2.671072201992409,1.2654411764705882,0.0,1.1859349641598989,5.86222659848982,0.0,0.07531067712622619,7.2642109559916275,0.2254223474654887,0.2570301264226449,0.12301470588235296
"mp-300766114, MnFe3(PO4)4, Li4MnFe3(PO4)4, mp-773269, mp-766114",0.5309558520824681,3100.3703744840745,3.45156748521173,1.3752083333333334,0.0,0.8455512903834739,8.407663295073926,0.0,0.016673737083333858,10.443340847427876,0.2668414711376812,0.2387221342449673,0.1408333333333333
"mp-300766115, CrO2, Li2Cr3O6, mvc-9788, mp-762466",0.4880336278559735,6199.41454507545,3.5924566913046134,3.5733333333333333,0.0,0.8428734906289076,26.666666666666664,0.0,0.18260293041666745,34.166666666666664,0.3259566357267041,0.23116666666666666,0.2883333333333333
"mp-300766608, CoCu(PO4)2, Li2CoCu(PO4)2, mp-761614, mp-769707",0.5357185987008753,3100.35065371174,3.5197311176285027,1.4299999999999995,0.0,0.8469696068568554,6.3523562994809675,0.0,0.02326443979166548,7.235228006466388,0.2619768974562813,0.23993962637621066,0.1358333333333333
"mp-300766631, Co3Cu3(TeO8)2, Li4Co3Cu3(TeO8)2, mp-761933, mp-766631",0.3787198332809347,3100.120265095005,5.4302473221938765,1.3299999999999998,1.0,0.9627836494802126,9.030114547999931,0.0,0.0371722543229156,8.212053672549475,0.3097502957442832,0.2484148784250184,0.100625
"mp-300766658, V2OF5, LiV2OF5, mp-764448, mp-766658",0.5054252144151776,4651.163741648932,3.6194114754456734,1.8539583333333327,0.0,0.9693275900884089,18.856180831641268,0.0,0.04135555583333428,24.63532637404172,0.3248483424030625,0.1869369694724817,0.13666666666666666
"mp-300766728, V(SiO3)2, LiV(SiO3)2, mp-767887, mp-766728",0.5295998859355874,4133.594838984837,3.1912492981351206,4.564444444444447,1.0,0.8156831977786169,9.601097330974607,0.0,0.0751275480555531,17.41914497893,0.3120966469946071,0.24214304403036396,0.17185185185185184
"mp-300766730, Cr3(CoO6)2, Li2Cr3(CoO6)2, mp-773919, mp-772468",0.5979160541954307,4375.777186895309,3.0416220258912423,1.9223529411764704,0.0,0.8022157712689876,11.997692973159495,0.0,0.008981202941177102,13.06220882929806,0.2393191391268376,0.275387156782452,0.17039215686274511
"mp-300766739, VOF3, LiVOF3, mp-764398, mp-765521",0.7979287030036635,4960.724517779746,2.9615153548843747,1.499,0.0,0.8437922134146052,15.084944665313015,0.0,0.057281601999999765,19.09438544587271,0.3511138598221372,0.1703753503297939,0.10933333333333334
"mp-300766750, MnCu(PO4)2, Li2MnCu(PO4)2, mp-775025, mp-766750",0.5205051738320705,3100.376004623875,3.550864150960753,1.3614583333333332,0.0,0.8459428354549023,5.035119716109594,0.0,0.01623488375000104,7.626821276113514,0.23422261740032396,0.2391075602050721,0.13291666666666666
"mp-300766766, FePO4, LiFe2(PO4)2, mp-765990, mp-767093",0.623441067779259,4133.821119596877,2.775044961854888,1.8461111111111108,0.0,0.8604691074251075,12.945994184770004,0.0,0.09045620041666692,16.330498620225445,0.2830608927263492,0.24163497876541584,0.19
"mp-300766777, FePO4, LiFePO4, mp-767830, mp-766777",0.6548537217003075,4133.821119596877,2.543549916742013,1.8461111111111108,0.0,0.8154280225592477,12.945994184770004,0.0,0.0062760668750012644,16.330498620225445,0.2366617569791485,0.24163497876541584,0.19
"mp-300766795, CoBO3, LiCoBO3, mp-766751, mp-766795",0.5661383764357938,3719.6590084944396,3.3719377194405333,4.470666666666667,1.0,0.9684804667398641,26.195843605851326,0.0,0.08770357387499939,13.76759480325691,0.20805492538971687,0.19770795521565526,0.2333333333333333
"mp-300766846, CoSn(PO4)2, Li2CoSn(PO4)2, mp-863848, mp-766846",0.5463134340017137,3100.666004614451,4.02729210943731,1.2956249999999998,0.0,0.8437954434520656,5.795712016463359,0.0,0.04266771666666624,5.8098859115782595,0.2745542548789755,0.2423242669383779,0.13104166666666667
"mp-300766850, Mn3V2Co3O16, Li4Mn3V2Co3O16, mp-770130, mp-766850",0.39877348134788176,3099.7132307887346,4.6724159925891104,1.3942708333333331,0.0,0.9757492216841984,8.108958523345235,0.0,0.05669653677083364,7.298530995172932,0.3279648057173768,0.24297997763447504,0.13916666666666666
"mp-300766859, V3(OF3)2, LiV3(OF3)2, mp-764432, mp-766859",0.6155948455882497,4510.169103988284,3.5441498839303,2.014242424242424,0.0,0.8598998064325089,20.5703790890632,0.0,0.07958227409090934,27.109511611880997,0.31047528971769817,0.14176298459630735,0.14909090909090908
"mp-300766972, Mn2O2F3, LiMn2O2F3, mp-766920, mp-766972",0.4821874233358783,4429.221211614085,4.0342255526709785,1.286904761904762,0.0,1.1020939282199471,16.16244071283537,0.0,0.08371485702381154,26.931592184577056,0.3113363671640077,0.08867346912681451,0.15333333333333335
"mp-300766992, VCrP2(O4F)2, LiVCrP2(O4F)2, mp-765139, mp-765118",0.5144787935193365,2657.473722084293,3.1611996194100684,1.1692857142857145,0.0,0.976494323080816,5.3729481133332575,0.0,0.042078053809521336,6.841142045725692,0.2564151593353121,0.18392933758508945,0.09528571428571428
"mp-300767040, MnCu3(PO4)4, Li4MnCu3(PO4)4, mp-775168, mp-767040",0.5139100869027499,3100.3720175141493,3.6735126977963137,1.3686458333333331,0.0,0.8464547854144714,6.829775496554285,0.0,0.031042449791666368,10.238603081258477,0.2458991801169797,0.2399833481274737,0.13145833333333334
"mp-300767053, Co(CO3)2, LiCo2(CO3)4, mp-762909, mp-763593",0.6107616397202354,4132.660334779634,2.424607397554418,9.345185185185183,0.0,0.9351283717609772,8.261169020196048,0.0,0.1217858158333307,14.457543917681425,0.2747903308342909,0.2445557490702113,0.19592592592592592
"mp-300767057, SrLa3MnO8, SrLiLa3MnO8, mp-767144, mp-767057",0.4543694173406178,2863.8020212598803,6.12992158296884,0.7826923076923077,0.0,0.9025311335548896,4.043403569523515,0.0,0.08520576649038425,13.976628844115233,0.2735184735367117,0.2295357708906026,0.1151923076923077
"mp-300767067, Mn5O7F, LiMn5O7F, mp-766932, mp-767067",0.5501544041621572,3815.591083463651,4.281554323287131,1.7011538461538462,0.0,1.1300589798191338,21.757131728816844,0.0,0.07686839336538576,37.61165276088854,0.3258050813534172,0.1814895740345288,0.20641025641025645
"mp-300767084, Mn3(OF3)2, LiMn3(OF3)2, mp-767627, mp-767084",0.5001855932105339,4510.020722737793,3.920924884521985,1.2333333333333332,0.0,0.8542657228842648,15.4277843167974,0.0,0.07098214143939252,25.57342370508884,0.3218545999695345,0.1425142011192609,0.14636363636363636
"mp-300767088, Sb11S18, Li3Sb11S18, mp-753921, mp-767088",0.649961356418583,14.156956589409685,4.200557791234092,4.287379310344827,1.0,0.8789352616725659,5.575862068965516,0.0,0.053249629789870134,9.75862068965517,0.2560802982229053,0.18046551724137933,0.2389655172413793
"mp-300767131, Mn2O3F, LiMn2O3F, mp-767610, mp-767131",0.5178988530155675,4133.479193096,3.8636039205237385,1.485277777777778,0.0,0.8401138751781894,18.856180831641268,0.0,0.06490622479166762,32.126582201513706,0.2927740305675535,0.14665479749953506,0.17888888888888888
"mp-300767132, Mn3Co2Te3O16, Li4Mn3Co2Te3O16, mp-774178, mp-767132",0.1396728285721804,3100.371401716261,5.114606955505558,1.3207291666666667,1.0,0.9635102254601386,6.1773116877408745,0.0,0.06965203628472239,6.83551635607484,0.31384880397210385,0.2479743724420345,0.08677083333333332
"mp-300767137, Sb17S27, Li3Sb17S27, mp-767208, mp-767137",0.6488880023003899,14.167624261369738,4.28850075175931,4.351102272727273,1.0,0.8353328376129231,5.7511363636363635,0.0,0.04664775804332422,10.590909090909092,0.2438050529745465,0.17723863636363635,0.2434090909090909
"mp-300767166, V(CO3)2, LiV(CO3)2, mp-762249, mp-765387",0.5422892555152378,4132.765854688443,2.651325154960126,9.541481481481481,0.0,0.856467146948143,7.294698076509737,0.0,0.0652596494444424,14.334146785224318,0.2885749024702503,0.2422502588825643,0.19185185185185186
"mp-300767188, Mn2OF3, LiMn2OF3, mp-765034, mp-767188",0.5375245771189673,4134.524904300355,3.96027817164001,1.4891666666666667,0.0,0.8444533349924109,18.856180831641268,0.0,0.05273368645833365,31.938115315036093,0.31301068539640325,0.12055314897751555,0.17888888888888888
"mp-300767196, Mn5OF11, Li3Mn5OF11, mp-767187, mp-767196",0.7398023149028893,4377.861861361412,3.2456454680047213,1.3250000000000002,0.0,0.9877980112789132,16.637806616154062,0.0,0.06508355850490233,27.8758300193826,0.2884787809543425,0.2084475174976712,0.15784313725490198
"mp-300767198, CrNi3(PO4)4, Li4CrNi3(PO4)4, mp-774119, mp-767198",0.4957994157339272,3100.3429993947498,3.6953757644162453,1.5741666666666667,0.0,0.8483664635699929,8.857278864803167,0.0,0.0821763471223953,10.212371650220247,0.278886732526268,0.2390602884338517,0.14145833333333332
"mp-300767241, Mn3Sb(PO4)4, Li4Mn3Sb(PO4)4, mp-772129, mp-767241",0.5509383061703425,3100.571257166016,3.5448415462774285,1.4187499999999995,1.0,0.8425057205090306,6.022635255157553,0.0,0.0721206562673613,9.985074582081108,0.2543028276588773,0.24038752892465115,0.1321875
"mp-300767246, Mn7F18, Li2Mn7F18, mp-765911, mp-767246",0.7653223477419454,6698.288862863479,3.0835294733461973,1.8992,0.0,0.9244584051590616,16.8,0.0,0.037326627466666366,24.980000000000004,0.2852846086934217,0.22957999999999995,0.22540000000000004
"mp-300767249, MnCo3(PO4)4, Li4MnCo3(PO4)4, mp-775179, mp-767249",0.5087784470800985,3100.345952475124,3.617456612206845,1.4498958333333334,0.0,0.8467677181578093,8.937281465859739,0.0,0.04283257447916622,8.671291584478954,0.2530515820225407,0.2392685622443371,0.14020833333333332
"mp-300767260, MnNi3(PO4)4, Li4MnNi3(PO4)4, mp-775024, mp-767260",0.5020547893371066,3100.34424696758,3.6748765010092193,1.4898958333333332,0.0,0.8478571962668722,8.937281465859739,0.0,0.07682970872395599,10.238603081258477,0.2753251249389544,0.2388190969947959,0.14020833333333332
"mp-300767267, MnVO4, LiMnVO4, mp-771856, mp-772054",0.5279476341483449,4133.047014924678,3.839687939205177,1.960555555555556,0.0,1.1942271151504835,11.331154474650633,0.0,0.076284566041668,13.773520847742956,0.31860635969839896,0.2504738595562173,0.18055555555555555
"mp-300767273, Mn3F10, LiMn3F10, mp-765801, mp-767065",0.7748182592592309,7155.873991795495,2.8903160088913253,1.5876923076923082,0.0,0.9483755351111096,13.846153846153848,0.0,0.07579709092948672,19.26923076923077,0.298276509910157,0.2616538461538462,0.1857692307692308
"mp-300767296, TiMn3(PO4)4, Li4TiMn3(PO4)4, mp-772362, mp-767296",0.5367382220534215,3100.4404748088805,3.2962260244557955,1.36,0.0,0.8442227323721712,5.803008977629143,0.0,0.021130745677082167,9.88999279399524,0.2492797524240741,0.2377828713383488,0.13489583333333333
"mp-300767303, Mn(SiO3)2, LiMn(SiO3)2, mvc-11572, mp-767360",0.4954078283284261,4133.534387364268,3.375607144412413,4.246296296296296,1.0,0.9124935912381744,9.13246518958367,0.0,0.11243861749999873,17.494580779571404,0.3087126217743678,0.24248066968619944,0.17074074074074075
"mp-300767309, Mn2OF3, LiMn2OF3, mp-767172, mp-767309",0.6364636594627248,4134.524904300355,3.695726826613162,1.4891666666666667,0.0,0.8409015558450673,18.856180831641268,0.0,0.045989476041666144,31.938115315036093,0.310896613841297,0.12055314897751555,0.17888888888888888
"mp-300767327, Mn3Sn(PO4)4, Li4Mn3Sn(PO4)4, mp-775053, mp-767327",0.5424938107291034,3100.537667184957,3.626397997275157,1.2870833333333334,0.0,0.8434839665989462,5.9489655379924855,0.0,0.01889498572916804,10.090605160246833,0.2510365226883182,0.24022000730522475,0.13197916666666668
"mp-300767349, VF5, LiVF5, mp-764952, mp-767349",0.8062125197042936,7751.823977905332,2.3740434411784443,1.8979166666666665,0.0,0.8309592105745094,13.333333333333332,0.0,0.003774483333334189,12.833333333333332,0.28539471422428825,0.3025833333333333,0.13666666666666666
"mp-300767356, Co(SiO3)2, LiCo(SiO3)2, mvc-12012, mp-767356",0.5037527576597616,4133.489319076028,3.432352606083233,4.368148148148149,1.0,1.2084369069294494,9.993138935727435,0.0,0.19181250550925896,17.700759091857716,0.3076782658094899,0.2444518349051145,0.1759259259259259
"mp-300767384, Ba2Ti11O24, Ba2LiTi11O24, mp-768357, mp-767384",0.4719024807897314,4022.852883313891,4.221203263311674,1.5781081081081083,0.0,0.8598058029035978,15.295358698881733,0.0,0.032024473344593574,22.514578779292325,0.3186670933220765,0.2485134663211291,0.16522522522522526
"mp-300767433, V2OF5, LiV2OF5, mp-764715, mp-767433",0.5032271616084031,4651.163741648932,3.6354973289593486,1.8539583333333327,0.0,0.9693961338311744,18.856180831641268,0.0,0.04161842083333411,24.63532637404172,0.3270619823194881,0.1869369694724817,0.13666666666666666
"mp-300767440, MnFe2(PO4)3, Li2MnFe2(PO4)3, mp-849505, mp-767440",0.5508390927433429,3100.371886079547,3.315937104044869,1.372083333333333,0.0,1.1336235914642108,7.366441990037836,0.0,0.0387684068055556,9.106229637444716,0.24011781452219216,0.2384489650860689,0.14027777777777778
"mp-300767453, MnFe3(PO4)4, Li4MnFe3(PO4)4, mp-767822, mp-767453",0.533467525012531,3100.3703744840745,3.433084771681714,1.3752083333333334,0.0,0.8327477073117543,8.407663295073926,0.0,0.016317504166666552,10.443340847427876,0.25750662004313546,0.2387221342449673,0.1408333333333333
"mp-300767478, MnFe3(PO4)4, Li4MnFe3(PO4)4, mp-767591, mp-767478",0.5312246158278848,3100.3703744840745,3.4495897263824142,1.3752083333333334,0.0,0.823856886244096,8.407663295073926,0.0,0.016547671041665882,10.443340847427876,0.2619256714978815,0.2387221342449673,0.1408333333333333
"mp-300767488, ZrFe(PO4)3, Li2ZrFe(PO4)3, mp-769438, mp-767488",0.5837740001850285,3282.736053993551,2.9666110443171148,1.3686764705882355,0.0,0.8034972074429527,4.126749393122052,0.0,0.08362738022058737,4.988459865921548,0.2596152217964647,0.25909538697200496,0.11955882352941175
"mp-300767564, Na5Fe6(SiO3)12, Na5LiFe6(SiO3)12, mp-767634, mp-767564",0.4867092469464578,2838.2506371205354,3.396897919271132,2.9927966101694916,1.0,0.9742801183824564,9.337734034336536,0.0,0.02446541800494373,14.064464456295571,0.3111063545595351,0.2031128246080311,0.13864406779661018
"mp-300767570, Mn3Fe(PO4)4, Li4Mn3Fe(PO4)4, mp-767569, mp-767570",0.5244365434114782,3100.379444056909,3.4190989995983667,1.356458333333333,0.0,0.9223918805566949,5.820931757698058,0.0,0.00792151354166748,9.806504714842195,0.24263248282021424,0.2383892935832876,0.13749999999999998
"mp-300767622, VOF3, LiVOF3, mp-565784, mp-764237",0.8316299908544189,4960.724517779746,2.6865599492803978,1.499,0.0,0.8421469002517642,15.084944665313015,0.0,0.0,19.09438544587271,0.3274768436095742,0.1703753503297939,0.10933333333333334
"mp-300767626, VCrP2(HO5)2, LiVCrP2(HO5)2, mp-766804, mp-765311",0.5108004043694729,2790.5055203229595,3.106510970196404,1.0237500000000002,0.0,0.97732746077402,4.701329599166601,0.0,0.04957876749999812,7.987392409291033,0.2719490079454921,0.6738753888424031,0.120875
"mp-300767653, Ni6O7, LiNi6O7, mp-767815, mp-767653",0.4174251388923669,5008.116456618309,6.148871218986143,4.093076923076923,0.0,0.8914560950733024,41.53846153846154,0.0,0.043136066153846464,48.6923076923077,0.1815139247520689,0.14469230769230768,0.40384615384615385
"mp-300767658, Mn2Co3Te3O16, Li4Mn2Co3Te3O16, mp-769913, mp-767658",0.10773564812551288,3100.3587262601936,5.32241844665776,1.355,1.0,0.9712297900115012,8.057108177721085,0.0,0.06490335124999902,5.8798738648602535,0.3166053294767327,0.24819111800120386,0.08822916666666666
"mp-300767680, Mn3Fe3(CoO8)2, Li4Mn3Fe3(CoO8)2, mp-770195, mp-767680",0.4225330554448716,3099.67829784898,4.5092575366880885,1.2091666666666665,0.0,0.9693405640391716,7.824990015968073,0.0,0.1287447797135428,8.423908806684302,0.3046615341867093,0.2433802724775572,0.14208333333333334
"mp-300767720, V4Si4O13, Li2V4Si4O13, mp-768099, mp-767720",0.5478211768719815,3838.635051874802,3.51221726209008,4.598412698412699,1.0,0.9170836171737948,12.570787221094179,0.0,0.061354274583333535,16.971275363176414,0.25317230339655805,0.21467427675322745,0.19936507936507933
"mp-300767739, FeNi3(PO4)4, Li4FeNi3(PO4)4, mp-775077, mp-767739",0.5125545457391163,3100.3397121811627,3.634079281628513,1.499270833333333,0.0,0.8473169598094829,8.846369115505963,0.0,0.08535470872395834,10.212371650220247,0.27356430962026473,0.2390602884338517,0.14187499999999995
"mp-300767773, V3Fe3(TeO8)2, Li4V3Fe3(TeO8)2, mp-775464, mp-767773",0.5063273088371814,3100.20765448799,4.226876059698214,1.5021875,1.0,0.963201205768152,9.17140029293964,0.0,0.1168447790277778,9.29346488578578,0.3005356220576915,0.2462486331391845,0.1065625
"mp-300767775, MnCr3(PO4)6, Li6MnCr3(PO4)6, mp-774419, mp-767775",0.553479623260941,3282.5772664965643,2.8527927245246976,1.4149264705882354,0.0,1.1956738027026368,5.468275127677129,0.0,0.05503416915441228,7.2005082000578495,0.22266218448882985,0.2572807352486847,0.12279411764705885
"mp-300767799, La2Ti2CrO9, LiLa2Ti2CrO9, mp-767602, mp-767799",0.4245180476416693,2990.2178814720305,5.357141088423878,1.1371428571428568,0.0,0.8287321981885015,6.14576343209412,0.0,0.05302106017857256,8.413784698884543,0.3302576373250993,0.2367997161072399,0.1273214285714286
"mp-300767906, MnPO4, LiMn2(PO4)2, mp-851051, mp-767906",0.527625979831485,4133.845305124435,3.3807938002575733,1.7961111111111108,0.0,0.9552465262203278,9.027051252817149,0.0,0.06720094847222136,15.406227697001354,0.2817101351629652,0.2402850544819785,0.18111111111111108
"mp-300767974, La4CoO8, LiLa4CoO8, mp-778224, mp-767974",0.4557658273871884,3817.915276335221,6.808776777797855,1.0964102564102565,0.0,0.8752886232069879,5.708685148749024,0.0,0.03954506495192334,23.08729111820738,0.2446101553876174,0.2447917791136592,0.1658974358974359
"mp-300767978, La7(FeO8)2, Li3La7(FeO8)2, mp-770762, mp-767978",0.4887948150275709,3970.152318888015,5.994795025598166,0.9938666666666668,0.0,0.8984710850954082,5.573779886416596,0.0,0.11021153987499943,19.956895772862296,0.2950721813668743,0.2557375453250635,0.15733333333333335
"mp-300767990, V(CO3)2, LiV2(CO3)4, mp-763508, mp-763558",0.5652861770433422,4132.765854688443,2.518113694952249,9.541481481481481,0.0,0.8925578477387172,7.294698076509737,0.0,0.07370129833333118,14.334146785224318,0.2766977450229579,0.2422502588825643,0.19185185185185186
"mp-300768023, V3Zn2O8, LiV3Zn2O8, mp-776282, mp-768023",0.4627248233782554,3815.628804975584,4.604979594676191,2.061435897435897,0.0,1.2093012399072025,15.503811751621509,0.0,0.04663989384615519,18.56002930238681,0.3253907037892979,0.2266806382745851,0.19384615384615386
"mp-300768041, MnCr3(PO4)4, Li4MnCr3(PO4)4, mp-775116, mp-768041",0.4926855270526739,3100.380236124836,3.5310553516587184,1.5998958333333333,0.0,0.8476033531090947,7.8796282695738045,0.0,0.03213164197916464,10.443340847427876,0.2713072800690404,0.2387221342449673,0.13958333333333334
"mp-300768046, VCoO4, LiVCoO4, mp-769665, mp-768046",0.4676095513920821,4132.979412492316,4.452977889145641,2.143333333333333,0.0,1.1945612861118722,13.425606637327304,0.0,0.11458534427083313,13.064654040011359,0.3205663617554333,0.25279373576001873,0.18833333333333327
"mp-300768062, Co15O28, Li9Co15O28, mp-769432, mp-762878",0.4361034729700406,6055.191378743603,4.69598618089581,2.8972093023255816,0.0,0.9318265998558876,31.395348837209305,0.0,0.03779703267441903,29.93023255813953,0.3533653165764956,0.22545348837209306,0.3052325581395349
"mp-300768754, Bi2(SO4)3, LiBi2(SO4)3, mp-768490, mp-768754",0.6133583324560339,4377.624167714143,4.141287280245973,0.5885294117647059,0.0,0.7995119092246841,1.5049348530607365,0.7764309754205228,0.005179771176470282,4.529029777628272,0.29753790509524225,0.2763510018101273,0.04549019607843136
"mp-300768755, Sn2(SO4)3, Li2Sn2(SO4)3, mp-768936, mp-768755",0.6040139961318931,4377.290180505509,3.4270586828970853,0.43339215686274507,0.0,0.8026464791932763,2.9490104818381946,0.0,0.007362872352940642,3.315059483201264,0.28301491549239616,0.2726917442634917,0.04862745098039215
"mp-300768785, Sn2(SO4)3, LiSn2(SO4)3, mp-768950, mp-768785",0.6224131032621217,4377.290180505509,3.2678237118822846,0.43339215686274507,0.0,1.0957597488219657,2.9490104818381946,0.0,0.0,3.315059483201264,0.2863719428163816,0.2726917442634917,0.04862745098039215
"mp-300768832, Cu2(SO4)3, Li2Cu2(SO4)3, mp-768507, mp-768832",0.5439839664275973,4376.696578806287,3.1387098455974662,0.6863333333333334,0.0,1.1086861992838766,7.464673176790376,0.0,0.011872337647059084,7.734343488891105,0.2720724390182254,0.2673301262222524,0.05764705882352941
"mp-300769153, SbSO4F3, Li2SbSO4F3, mp-769377, mp-769153",0.7509648657414393,3617.527009366163,2.8481415865108834,0.6432222222222223,1.0,0.8192296758600999,1.9291201698260343,0.0,0.05144639601851875,5.4785637254509645,0.2267599770335512,0.15397120491976554,0.035
"mp-300769201, CuHCO4, LiCuHCO4, mp-769935, mp-769201",0.6801678169422891,3321.696272800433,2.2976149823225898,4.712142857142856,0.0,0.9402461616486084,8.2086160557685,0.0,0.033550406398809685,9.83816755378391,0.2685464141821297,0.8075620940301034,0.1692857142857143
"mp-300769374, B5SbO10, Li2B5SbO10, mp-779174, mp-769374",0.6022003348598767,3874.7635817638384,2.786088544449372,5.687291666666668,2.0,0.8122610850471009,46.53407502990565,0.0,0.09822660541666473,20.27493320991876,0.20920641637497744,0.2293116567850401,0.20854166666666665
"mp-300769499, LaVO4, LiLa8V8O32, mp-18989, mp-769499",0.5163609625795373,4134.453567238744,4.893891635404732,1.5877777777777775,0.0,0.8635826419682642,11.627978179512114,0.0,0.03570079374999935,13.064654040011359,0.2914812742129545,0.26239315285781883,0.15666666666666665
"mp-300769505, Mn5Cr3O16, Li7Mn10Cr6O32, mp-771053, mp-769505",0.45488611507557103,4132.951347202501,4.0499967713136975,1.8204166666666663,0.0,0.9673577863421516,10.801234497346432,0.0,0.09530119614583654,15.220080445432348,0.37196300215247824,0.2523800419426775,0.1838888888888889
"mp-300769530, Mn2FeO6, Li3Mn4(FeO6)2, mp-761368, mp-769530",0.4765595338614991,4132.940213808783,4.026657719350258,1.5166666666666666,0.0,0.9637960625045746,11.197197376171093,0.0,0.10586185715277896,16.468700829023664,0.35980134023966065,0.2527084072496406,0.18481481481481485
"mp-300769552, MgCr3Se2(SO6)4, LiMgCr3Se2(SO6)4, mp-769544, mp-769552",0.5613475087239329,2626.0900993746664,3.0436606667774924,0.5707294117647059,0.0,1.1128037150332828,5.393204233395412,0.0,0.004934059393382206,6.382111678822994,0.2572561263159958,0.2429946084241035,0.03741176470588235
"mp-300769563, V3Cr3(TeO8)2, Li4V3Cr3(TeO8)2, mp-763835, mp-769563",0.4242250364926722,3100.2175161287514,4.712848264598693,1.726875,1.0,0.9645789240718968,8.855392072065472,0.0,0.09360974411458488,9.29346488578578,0.29813289858379083,0.2462486331391845,0.1053125
