,density,energy_per_atom,nsites,nelements,bandgap,volume,Unit Cell Mass,energy,formationenergy_pa,total_magnetization,energysStab,atomMean,atomStd,halogen,transition,actinoid,chalcogen,metalloid,rare,other,alkaline
"mp-300775622, Li2MnCo3O8, Li3MnCo3O8, mp-777604, mp-775622",4.5338774047321895,-6.010732605,14.0,4.0,0.0,136.83695241301848,373.61483,-84.15025647,-1.6628521619528078,3.9999817,0.04677249142857143,12.571428571428571,8.98184109121037,0.0,2.0,0.0,1.0,0.0,0.0,4.0,0.0
"mp-300775640, Ni5Te(PO4)6, Li4Ni5Te(PO4)6, mp-850365, mp-775640",3.688853867304574,-6.2664125494444445,36.0,4.0,0.0,446.0518250182919,990.895172,-225.59085178,-1.9542765849603185,4.4573703,0.08075479232638827,13.166666666666666,9.529194905948538,0.0,1.0,0.0,2.0,1.0,0.0,4.0,0.0
"mp-300775647, Mn3SnO8, Li2Mn3SnO8, mp-770865, mp-775647",4.535098140437897,-6.8262824393749995,48.0,3.0,1.6699000000000002,602.7158410693669,1646.07734,-327.66155709,-1.8003683749598274,36.0,0.08873284791666691,15.75,12.616952880945542,0.0,1.0,0.0,1.0,0.0,0.0,3.0,0.0
"mp-300775648, MnV4CuO12, Li2MnV4CuO12, mp-771461, mp-775648",3.210033512353402,-7.263184397777778,18.0,4.0,0.0,266.0159950611317,514.242845,-130.73731916,-2.1543414015188507,5.7151135,0.021927639583333658,13.444444444444445,7.804715257260419,0.0,3.0,0.0,1.0,0.0,0.0,4.0,0.0
"mp-300775651, Mn3CoO8, Li2Mn3CoO8, mp-771811, mp-775651",4.287238743711594,-6.7246743066666665,12.0,3.0,1.2400000000000002,136.23737705130742,351.74253000000004,-80.69609168,-1.5965514810014934,10.0000005,0.04578437541666691,13.833333333333334,8.264717512144959,0.0,2.0,0.0,1.0,0.0,0.0,3.0,0.0
"mp-300775672, LiCo3Sb(PO4)6, Li6Co3Sb(PO4)6, mp-767558, mp-775672",3.166615939751145,-6.576286639428572,35.0,5.0,0.0,459.01286967666766,875.328757,-230.17003238,-2.1257096252448986,11.0,0.0824970866607142,11.914285714285715,8.80704727094462,0.0,1.0,0.0,1.0,1.0,0.0,5.0,0.0
"mp-300775677, Fe5P6WO24, Li4Fe5P6WO24, mp-851003, mp-775677",3.7559600096249106,-7.194484588333334,36.0,4.0,2.3386,456.65004657821993,1032.893172,-259.00144518,-2.436788699960317,21.9999992,0.014930368854164655,13.5,11.996527275285406,0.0,2.0,0.0,1.0,0.0,0.0,4.0,0.0
"mp-300775679, Mn3CrO8, Li2Mn3CrO8, mp-773946, mp-775679",4.076822666868115,-7.124520688333334,48.0,3.0,0.8818,561.7736082984331,1379.22174,-341.97699304,-1.797274138084827,44.0000001,0.07419707104166662,13.583333333333334,7.899982419108426,0.0,2.0,0.0,1.0,0.0,0.0,3.0,0.0
"mp-300775697, Mn2CrO6, Li3Mn2CrO6, mp-775006, mp-775697",4.0924223114433325,-7.148699545555555,9.0,3.0,0.5397999999999998,104.63261061817728,257.86859000000004,-64.33829591,-1.8173681269087356,8.0000004,0.07441503222222146,13.555555555555555,7.861454645026101,0.0,2.0,0.0,1.0,0.0,0.0,3.0,0.0
"mp-300775700, Ti3Nb2V3O16, Li4Ti3Nb2V3O16, mp-770898, mp-775700",4.146670021927956,-8.53575816875,24.0,4.0,1.1099999999999999,295.6245411487371,738.22866,-204.85819605,-2.9588614658333334,4.9999998,0.09222081041666641,14.375,10.135796712641785,0.0,3.0,0.0,1.0,0.0,0.0,4.0,0.0
"mp-300775737, Ni9O10, LiNi9O10, mp-656884, mp-775737",6.286449598781238,-4.779477600526316,19.0,2.0,0.0,181.7942420631878,688.2346,-90.81007441,-0.8399720796052635,15.9999988,0.05362206789473678,17.473684210526315,9.986139979479093,0.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0
"mp-300775791, LiTiFe2O5, Li2TiFe2O5, mp-762709, mp-775791",4.246726021246062,-7.138348092777779,18.0,4.0,1.5007000000000001,192.76710542856966,492.99,-128.49026567,-2.4239878731018525,18.0000001,0.06993538024801538,13.0,8.459051693633013,0.0,2.0,0.0,1.0,0.0,0.0,4.0,0.0
"mp-300775796, Ti3NbO8, Li2Ti3NbO8, mp-776082, mp-775796",4.165411614414409,-8.9138666825,24.0,3.0,0.0,290.6174836601388,729.00516,-213.93280038,-3.274171621666666,1.8519905,0.09737894076923048,14.25,10.034316120194738,0.0,2.0,0.0,1.0,0.0,0.0,3.0,0.0
"mp-300775825, Li4V3Cr3O12, Li2VCrO4, mp-850080, mp-775825",3.8832973132744724,-7.112091390909091,22.0,4.0,1.1799,226.0219402354487,528.5695999999999,-156.4660106,-2.4076278434090908,13.0000004,0.05262401119318039,11.318181818181818,7.689345424537204,0.0,2.0,0.0,1.0,0.0,0.0,4.0,0.0
"mp-300775867, SbPO5, LiSbPO5, mp-9750, mp-775867",4.273777523631761,-6.661602457857143,14.0,3.0,2.7376,180.85100886888654,465.46152400000005,-93.26243441,-2.2765023713350336,0.0,0.0,15.142857142857142,14.836524154248258,0.0,0.0,0.0,1.0,1.0,0.0,3.0,0.0
"mp-300775900, NaCu(PO3)3, NaLiCu(PO3)3, mp-761042, mp-775900",3.130248449192439,-6.655557864285714,56.0,4.0,0.5954999999999997,686.3404887786212,1293.80662112,-372.7112404,-2.389390282181123,3.999988,0.01115431133928535,11.214285714285714,5.684296305594556,0.0,1.0,0.0,1.0,0.0,0.0,4.0,0.0
"mp-300775936, Na3CuPCO7, Na3LiCuPCO7, mp-767526, mp-775936",3.0949556695644853,-6.175236261538462,26.0,5.0,0.1440999999999999,308.5004338052906,574.99113968,-160.5561428,-2.1521072231227114,1.9999936,0.01112321586538556,10.692307692307692,5.729607522934176,0.0,1.0,0.0,1.0,0.0,0.0,5.0,0.0
"mp-300776021, LiSb(TeO4)3, Li4Sb(TeO4)3, mp-761825, mp-776021",5.280612515302845,-5.4837430329411765,17.0,4.0,1.3945999999999996,221.22032855031287,703.4938,-93.22363156,-1.5861379991176476,0.0,0.0,18.0,18.758527472623655,0.0,0.0,0.0,2.0,2.0,0.0,4.0,0.0
"mp-300776051, Mn2Fe(PO4)3, Li2Mn2Fe(PO4)3, mp-776759, mp-776051",3.3633039180890214,-7.232862781111111,36.0,4.0,0.0,444.97747877917385,901.270352,-260.38306012,-2.3606723107757963,26.0000004,0.08764843041666737,12.055555555555555,6.467630703246765,0.0,2.0,0.0,1.0,0.0,0.0,4.0,0.0
"mp-300776054, LiMnCuO4, Li2MnCuO4, mp-773500, mp-776054",4.410848438979873,-5.961970517142857,14.0,4.0,0.0,142.6227533739575,378.84529,-83.46758724,-1.6163820024770439,5.1121127,0.024779167071428354,12.714285714285714,9.25379128040094,0.0,2.0,0.0,1.0,0.0,0.0,4.0,0.0
"mp-300776064, LiVPO4F, Li2VPO4F, mp-776659, mp-776064",3.0359968380107922,-6.92070485578125,64.0,5.0,1.6608,751.9569755904978,1374.8181216,-442.92511077,-2.787793548191905,15.999999,0.06116955421874959,10.25,5.695392874947259,1.0,1.0,0.0,1.0,0.0,0.0,5.0,0.0
"mp-300776113, TiMn7(PO4)12, Li8TiMn7(PO4)12, mp-778073, mp-776113",3.0603354200814676,-7.127235833676471,68.0,4.0,0.0040999999999999925,853.0163226361716,1572.089659,-484.65203669,-2.2992176605909513,16.9999978,0.064386309595589,11.191176470588236,5.57636122379728,0.0,2.0,0.0,1.0,0.0,0.0,4.0,0.0
"mp-300776138, LiFe2F6, LiFeF3, mp-557403, mp-776138",3.624623674973646,-5.303450065555555,18.0,3.0,1.7058,213.1404278501631,465.2428384,-95.46210118,-2.8714262119044447,18.0000026,0.0,12.11111111111111,7.65135346697192,1.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0
"mp-300776140, MnV5O12, Li2MnV5O12, mp-776190, mp-776140",3.1962394038895323,-7.650591512222222,18.0,3.0,0.5676000000000001,260.6156457256776,501.63834499999996,-137.71064722,-2.3585852220744052,7.9999981,0.058266773333334854,13.11111111111111,7.241001226724941,0.0,2.0,0.0,1.0,0.0,0.0,3.0,0.0
"mp-300776170, TiO2, LiTi2O4, mp-756587, mp-776170",3.81976535620561,-8.861910037916667,24.0,2.0,2.3165,277.75584516749683,638.9264,-212.68584091,-3.407038590972222,0.0,0.11145533958333331,12.666666666666666,6.599663291074444,0.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0
"mp-300776203, V3NiO8, Li2V3NiO8, mp-776184, mp-776203",3.981948551236972,-7.081177853333333,12.0,3.0,0.6743999999999999,141.5826220467442,339.5131,-84.97413424,-2.108986648333333,2.9999993,0.04964346270833353,13.416666666666666,7.761640004248815,0.0,2.0,0.0,1.0,0.0,0.0,3.0,0.0
"mp-300776265, Li3V3(FeO5)2, Li4V3(FeO5)2, mp-762685, mp-763759",3.8507695114663716,-6.790819211111111,18.0,4.0,1.4220000000000002,192.03701657430895,445.3315,-122.2347458,-2.2518048140277784,14.0000004,0.09339583645833383,11.666666666666666,8.013876853447538,0.0,2.0,0.0,1.0,0.0,0.0,4.0,0.0
"mp-300776265, Li4V3(FeO5)2, Li5V3(FeO5)2, mp-763759, mp-776265",3.951434126223297,-6.6764873452631575,19.0,4.0,1.3158000000000003,190.06164981061661,452.2725,-126.85325956,-2.275902359605262,14.9999999,0.0675846990021931,11.210526315789474,8.036619788053217,0.0,2.0,0.0,1.0,0.0,0.0,4.0,0.0
"mp-300776322, V5CoO12, Li2V5CoO12, mp-761587, mp-776322",3.323333289425054,-7.4255368822222225,18.0,3.0,0.04479999999999995,252.6451682954784,505.633495,-133.65966388,-2.258110005,2e-07,0.058888687222223624,13.222222222222221,7.435317788587382,0.0,2.0,0.0,1.0,0.0,0.0,3.0,0.0
"mp-300776357, SbP(OF3)2, Li2SbP(OF3)2, mp-554701, mp-776357",3.134458960569771,-5.3530619965,20.0,4.0,4.3964,316.5082989566931,597.4459624000001,-107.06123993,-2.701133231273524,0.0,0.0,13.6,12.611106216347558,1.0,0.0,0.0,1.0,1.0,0.0,4.0,0.0
"mp-300776365, Mn21O40, Li9Mn21O40, mp-849596, mp-776365",4.119366431581865,-7.1530512511475415,61.0,2.0,0.20320000000000027,723.040085718056,1793.6749450000002,-436.33612632,-1.8025919609692702,66.9999986,0.04335267303278734,13.852459016393443,8.07716080935149,0.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0
"mp-300776371, Nb2(PO4)3, LiNb2(PO4)3, mp-17242, mp-26533",3.063446593567805,-7.9992148905882345,34.0,3.0,0.0,510.3142653662014,941.453692,-271.97330628,-2.867071181134454,2.0,0.0,13.117647058823529,10.515436009204175,0.0,1.0,0.0,1.0,0.0,0.0,3.0,0.0
"mp-300776371, LiNb2(PO4)3, Li2Nb2(PO4)3, mp-26533, mp-776371",3.181651043660661,-7.7431491786111115,36.0,4.0,0.0,498.60027935724275,955.3356920000001,-278.75337043,-2.7900770319047634,4.0,0.05289671905009996,12.555555555555555,10.478667335868739,0.0,1.0,0.0,1.0,0.0,0.0,4.0,0.0
"mp-300776424, Na2CuP2O7, Na2LiCuP2O7, mp-556822, mp-776424",2.974409875123287,-6.322172242291667,48.0,4.0,0.6496999999999999,633.0144115097374,1133.8754502400002,-303.46426763,-2.3915441493700396,4.0000001,0.008400030208332687,11.416666666666666,5.89432401175534,0.0,1.0,0.0,1.0,0.0,0.0,4.0,0.0
"mp-300776432, Na2CuPCO7, Na2LiCuPCO7, mp-767534, mp-776432",2.9191355979478923,-6.29959612375,24.0,5.0,0.0,300.92618990971846,529.01160112,-151.19030697,-2.0506103517162693,4.0000009,0.0,10.666666666666666,5.96284793999944,0.0,1.0,0.0,1.0,0.0,0.0,5.0,0.0
"mp-300776487, V5CuO12, Li2V5CuO12, mp-777235, mp-776487",3.35160778008631,-7.326965280555555,18.0,3.0,0.4964000000000002,252.7992223554341,510.24629999999996,-131.88537505,-2.2227194152777767,1.999994,0.03163412388888709,13.333333333333334,7.6521601888326645,0.0,2.0,0.0,1.0,0.0,0.0,3.0,0.0
"mp-300776500, Li11V12(OF)24, LiV(OF)2, mp-777111, mp-765956",2.987330017029086,-6.108510388169014,71.0,4.0,0.05569999999999997,849.1305141183503,1527.5962768,-433.70423756,-2.65164638364169,0.3887246,0.053308853151407654,10.098591549295774,6.151044637209411,1.0,1.0,0.0,1.0,0.0,0.0,4.0,0.0
"mp-300776500, LiV(OF)2, Li3V2(OF)4, mp-765956, mp-776500",3.156899907928683,-6.164805907083333,24.0,4.0,2.26,269.05708640006236,511.5124256,-147.95534177,-2.729442019563333,0.0,0.0006716604166676632,10.0,6.164414002968976,1.0,1.0,0.0,1.0,0.0,0.0,4.0,0.0
"mp-300776566, Mn3NbCr2(PO4)6, Li4Mn3NbCr2(PO4)6, mp-775967, mp-776566",3.366802574520712,-7.601953084444444,36.0,5.0,0.0,459.4447892705941,931.5408870000001,-273.67031104,-2.5510800004330383,20.0000003,0.09418702576388682,12.38888888888889,7.580229319961889,0.0,3.0,0.0,1.0,0.0,0.0,5.0,0.0
"mp-300776589, Li3Sb3P8O29, Li9Sb3P8O29, mp-776510, mp-776589",3.0319578286583493,-6.735054209418604,86.0,4.0,2.6023,1202.566411970628,2195.751392,-579.21466201,-2.453544754093299,5.1e-06,0.007009920523256774,11.953488372093023,11.145868957062268,0.0,0.0,0.0,1.0,1.0,0.0,4.0,0.0
"mp-300776625, Ti2(PO4)3, LiTi2(PO4)3, mp-774537, mp-18640",2.7198169032284656,-7.800993209705882,34.0,3.0,0.0,464.79670102562045,761.296172,-265.23376913,-2.9297769551540616,1.9700886,0.014890123848042336,10.882352941176471,4.837140051252654,0.0,1.0,0.0,1.0,0.0,0.0,3.0,0.0
"mp-300776625, LiTi2(PO4)3, Li3Ti2(PO4)3, mp-18640, mp-776625",2.84476734474278,-7.743401421666667,36.0,4.0,2.4404,452.48463910219016,775.178172,-278.76245118,-3.036760760145504,0.0,0.0,10.444444444444445,5.0356751971665155,0.0,1.0,0.0,1.0,0.0,0.0,4.0,0.0
"mp-300776627, Li2FeF6, Li3FeF6, mp-777860, mp-776627",3.019520779252632,-4.701053818518519,27.0,3.0,0.1775000000000002,303.09769067671164,551.1522576,-126.9284531,-2.693382583756297,12.0000455,0.0072799131481477986,9.555555555555555,6.308919807368172,1.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0
"mp-300776654, V5O12, Li3V5O12, mp-774289, mp-762254",3.6077598343355235,-7.409890127058823,17.0,2.0,1.0074000000000003,205.60216539718581,446.70029999999997,-125.96813216,-2.2465011138235296,0.9999999,0.09947182705882263,12.411764705882353,6.834676493307207,0.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0
"mp-300776654, Li3V5O12, Li5V5O12, mp-762254, mp-762281",3.608649656411857,-7.1003770815,20.0,3.0,1.1195999999999997,215.13327976988708,467.52329999999995,-142.00754163,-2.42516808325,3.9999995,0.07312749875000168,11.0,7.14142842854285,0.0,1.0,0.0,1.0,0.0,0.0,3.0,0.0
"mp-300776654, Li5V5O12, Li6V5O12, mp-762281, mp-764771",3.667482976767142,-6.882194813409091,44.0,3.0,0.8980999999999999,435.93507726671936,962.8105999999999,-302.81657179,-2.4584724895454544,12.0000008,0.06124788981060547,10.272727272727273,7.186994682200864,0.0,1.0,0.0,1.0,0.0,0.0,3.0,0.0
"mp-300776654, Li6V5O12, Li7V5O12, mp-764771, mp-776654",3.7352242325174423,-6.779364193043478,23.0,3.0,0.6765000000000003,217.1002294900525,488.3463,-155.92537644,-2.4649839015217396,7.0000816,0.04608756929347724,9.956521739130435,7.183787670373176,0.0,1.0,0.0,1.0,0.0,0.0,3.0,0.0
"mp-300776665, MnP2O7, LiMnP2O7, mp-771388, mp-777093",3.0632143188436025,-7.1835177915,40.0,3.0,1.4175,496.2975253520518,915.525476,-287.34071166,-2.3913649622279793,11.9999997,0.006341041499998923,11.1,5.39351462406472,0.0,1.0,0.0,1.0,0.0,0.0,3.0,0.0
"mp-300776665, LiMnP2O7, Li2MnP2O7, mp-777093, mp-776665",2.883535284153632,-7.087905934772727,44.0,4.0,1.3490000000000002,543.211278625797,943.2894759999999,-311.86786113,-2.557871037252708,15.9999998,0.0345612561363664,10.363636363636363,5.6451544350036444,0.0,1.0,0.0,1.0,0.0,0.0,4.0,0.0
"mp-300776668, Mn7Fe(PO4)12, Li8Mn7Fe(PO4)12, mp-778021, mp-776668",3.064621357378789,-6.997817611764706,68.0,4.0,0.0027000000000000357,856.1461725982994,1580.067659,-475.8515976,-2.2017128115223237,21.0015903,0.07365313992647149,11.25,5.7095765785110855,0.0,2.0,0.0,1.0,0.0,0.0,4.0,0.0
"mp-300776672, NbV3O8, Li2NbV3O8, mp-776485, mp-776672",4.045337993106204,-8.15810342,12.0,3.0,0.36860000000000026,153.40787412332966,373.72608,-97.89724104,-2.644005074999999,3.9999999,0.020501222604165648,14.5,10.23474474522936,0.0,2.0,0.0,1.0,0.0,0.0,3.0,0.0
"mp-300776684, Li2FeF6, Li3FeF6, mp-776514, mp-776684",3.0229742616307425,-4.7083337316666665,18.0,3.0,0.31289999999999996,201.83428547135742,367.4348384,-84.75000717,-2.700662496904444,8.0032344,0.0,9.555555555555555,6.308919807368173,1.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0
"mp-300776706, Li4Cr2C4SO16, Li9Cr4C8(SO16)2, mp-771912, mp-776706",2.5836704274268083,-6.964729814259259,54.0,5.0,2.2881,601.3850933261962,935.7088,-376.09540997,-2.0888737994097224,12.0000001,0.07009243259259179,8.444444444444445,5.0430247635156515,0.0,1.0,0.0,2.0,0.0,0.0,5.0,0.0
"mp-300776741, Mn3SbO8, Li2Mn3SbO8, mp-774390, mp-776741",4.4685563373041814,-6.8208108591666665,48.0,3.0,0.8637999999999999,616.2245380895384,1658.27734,-327.39892124,-1.7853331155848278,39.9999929,0.09566917774305495,15.833333333333334,12.844151284620647,0.0,1.0,0.0,1.0,1.0,0.0,3.0,0.0
"mp-300776744, Mn3Cr3(SbO8)2, Li4Mn3Cr3(SbO8)2, mp-780598, mp-776744",4.892608087868586,-6.987590562916666,24.0,4.0,0.15660000000000007,278.412119967443,820.312835,-167.70217351,-1.933730911542413,17.0000007,0.06418683093749955,15.708333333333334,12.758915728052894,0.0,2.0,0.0,1.0,1.0,0.0,4.0,0.0
"mp-300776756, TiMn2Ni3(PO4)6, Li4TiMn2Ni3(PO4)6, mp-776680, mp-776756",3.324023614687172,-6.9378713408333335,36.0,5.0,0.0,451.4253199163179,903.6514619999999,-249.76336827,-2.2788895155532427,2.3086186,0.08729911085069375,12.166666666666666,6.755656066503747,0.0,3.0,0.0,1.0,0.0,0.0,5.0,0.0
"mp-300776761, Cr(SO4)2, LiCr(SO4)2, mp-765763, mp-776761",2.6914866890014584,-6.318654363636363,33.0,3.0,0.0,451.83903946280765,732.3639,-208.515594,-1.7961802107386362,5.9999999,0.0567010805871222,10.909090909090908,5.1425947722658005,0.0,1.0,0.0,2.0,0.0,0.0,3.0,0.0
"mp-300776804, NiSn3(PO4)4, Li4NiSn3(PO4)4, mp-771749, mp-776804",4.0630190141925135,-6.655479240416667,24.0,4.0,0.6127000000000002,324.7941908116665,794.708848,-159.73150177,-2.2807140359325397,2.0000059,0.10648839583333292,15.25,13.884193650815064,0.0,1.0,0.0,1.0,0.0,0.0,4.0,0.0
"mp-300776805, Mn3Cr3(SnO8)2, Li4Mn3Cr3(SnO8)2, mp-771095, mp-776805",4.804338893910414,-6.942730542083333,24.0,4.0,0.8395000000000001,281.4189698834476,814.2128349999999,-166.62553301,-1.8984345698757465,15.0000002,0.08207042802083286,15.625,12.529340565249234,0.0,2.0,0.0,1.0,0.0,0.0,4.0,0.0
"mp-300776829, Mn7Cr(PO4)12, Li8Mn7Cr(PO4)12, mp-778074, mp-776829",3.0830517415931866,-7.049424957794118,68.0,4.0,0.0036000000000000476,848.9551317024847,1576.2187589999999,-479.36089713,-2.2254153618164416,19.0010085,0.06734509218749984,11.220588235294118,5.638224554287234,0.0,2.0,0.0,1.0,0.0,0.0,4.0,0.0
"mp-300776839, Mn3Sn(PO4)6, Li6Mn3Sn(PO4)6, mp-778517, mp-776839",3.1563681483872092,-6.97758384882353,34.0,4.0,0.0257,448.94152154674646,853.3523070000001,-237.23785086,-2.2577643175173354,6.9999986,0.0637072534558838,11.970588235294118,8.382352941176471,0.0,1.0,0.0,1.0,0.0,0.0,4.0,0.0
"mp-300776857, Ti3Nb2Cr3O16, Li4Ti3Nb2Cr3O16, mp-777531, mp-776857",4.249642606313614,-8.465109970416666,24.0,4.0,0.8117999999999999,289.6975462682196,741.39246,-203.16263929,-2.859487815,8.0000001,0.09629794677083048,14.5,10.246950765959598,0.0,3.0,0.0,1.0,0.0,0.0,4.0,0.0
"mp-300776880, Fe2Ni(PO4)3, Li2Fe2Ni(PO4)3, mp-774420, mp-776880",3.40835464911807,-6.797726334722222,36.0,4.0,0.0,443.63880755899714,910.594972,-244.71814805,-2.2375266785714283,25.0059486,0.03384542864583384,12.277777777777779,6.9346597734019735,0.0,2.0,0.0,1.0,0.0,0.0,4.0,0.0
"mp-300776893, V4O5F7, LiV4O5F7, mp-778714, mp-776893",3.2903416455838306,-6.559520843125,16.0,3.0,1.5555,210.32242120562128,416.7518224,-104.95233349,-2.7662053999737495,3.0000001,0.010999666874999647,12.1875,6.257183371933413,1.0,1.0,0.0,1.0,0.0,0.0,3.0,0.0
"mp-300776910, LiV3(CoO6)2, Li3V3(CoO6)2, mp-764446, mp-776910",3.3782230702580547,-6.597937472638889,72.0,4.0,0.7156,923.3612580213535,1878.49876,-475.05149803,-1.85532043625,7.9999997,0.09824876458333254,12.333333333333334,7.760297817881877,0.0,2.0,0.0,1.0,0.0,0.0,4.0,0.0
"mp-300776970, Li3SbS4, Li5SbS4, mp-756316, mp-776970",2.498958012039149,-4.146875659375,16.0,3.0,2.1452,359.9462982680616,541.6859999999999,-66.35001055,-1.18330435140625,0.0,0.0,15.5,14.705441169852742,0.0,0.0,0.0,1.0,1.0,0.0,3.0,0.0
"mp-300777005, LiFeF4, Li2FeF4, mp-775777, mp-777005",2.9529113146882016,-5.085544438333334,12.0,3.0,3.1241,156.08253952594094,277.5592256,-61.02653326,-2.865696894126667,9.9999998,0.061703042685184784,10.833333333333334,7.1278015934477,1.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0
"mp-300777013, Ni(SO4)2, LiNi(SO4)2, mp-772423, mp-777013",2.775748815299031,-5.5716199103030295,33.0,3.0,0.02510000000000001,450.14236711385746,752.4558,-183.86345704,-1.413911127405303,-3e-07,0.052495255871215285,11.272727272727273,6.106492954089696,0.0,1.0,0.0,2.0,0.0,0.0,3.0,0.0
"mp-300777017, Mn7Ni(PO4)12, Li8Mn7Ni(PO4)12, mp-776812, mp-777017",3.074624578889792,-6.912311697352941,68.0,4.0,0.01100000000000001,854.8990802625234,1582.9160590000001,-470.03719542,-2.147308264169383,17.0056286,0.08642679049632385,11.279411764705882,5.790066514489668,0.0,2.0,0.0,1.0,0.0,0.0,4.0,0.0
"mp-300777018, LiFeF4, Li2FeF4, mp-777477, mp-777018",3.1581670938669593,-5.09366715375,24.0,3.0,3.1167000000000002,291.8768281047989,555.1184512,-122.24801169,-2.873819609543333,19.999999,0.053580327268519135,10.833333333333334,7.1278015934477,1.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0
"mp-300777022, Mn3Cr3(WO8)2, Li4Mn3Cr3(WO8)2, mp-778921, mp-777022",5.530569401503502,-7.480894015833333,24.0,4.0,0.484,283.57548535931113,944.472835,-179.54145638,-2.0533861969590794,18.9999995,0.0843020470052096,17.625,18.397944858054117,0.0,3.0,0.0,1.0,0.0,0.0,4.0,0.0
"mp-300777041, Mn3Co3(SnO8)2, Li4Mn3Co3(SnO8)2, mp-770554, mp-777041",5.1750976885551925,-6.32039816875,24.0,4.0,0.0,267.9350487045373,835.0241199999999,-151.68955605,-1.5747877834174133,11.999999,0.056795237604166715,16.0,12.816005617976296,0.0,2.0,0.0,1.0,0.0,0.0,4.0,0.0
"mp-300777057, CoPO4, LiCoPO4, mp-777025, mp-777057",3.751843899497288,-6.7232388062499995,24.0,3.0,0.7596,272.46816644157946,615.618228,-161.35773135,-2.1275381942658727,15.9999994,0.015296211249999914,12.333333333333334,7.039570693980958,0.0,1.0,0.0,1.0,0.0,0.0,3.0,0.0
"mp-300777058, V6O7F5, LiV6O7F5, mp-779962, mp-777058",4.154499275674606,-7.258927626666666,18.0,3.0,0.7746,204.89915362117588,512.6368160000001,-130.66069728,-2.752820629983332,10.9999996,0.03794639777777853,13.277777777777779,6.886424290310091,1.0,1.0,0.0,1.0,0.0,0.0,3.0,0.0
"mp-300777066, MnP2O7, LiMnP2O7, mp-770558, mp-778319",3.136402002344864,-7.18380059575,40.0,3.0,1.3002,484.71646330044956,915.525476,-287.35202383,-2.391647766477979,12.0000011,0.006058237249999543,11.1,5.39351462406472,0.0,1.0,0.0,1.0,0.0,0.0,3.0,0.0
"mp-300777066, LiMnP2O7, Li2MnP2O7, mp-778319, mp-777066",2.9613292914079956,-7.100611274772728,44.0,4.0,1.1650999999999998,528.9411391068057,943.2894759999999,-312.42689609,-2.570576377252708,16.0000083,0.021855916136366282,10.363636363636363,5.6451544350036444,0.0,1.0,0.0,1.0,0.0,0.0,4.0,0.0
"mp-300777067, MnP2O7, LiMnP2O7, mp-770531, mp-540221",3.1408781517265494,-7.1889955292500005,40.0,3.0,0.8516999999999999,484.0256809164522,915.525476,-287.55982117,-2.3968426999779795,11.999998,0.0008633037499992113,11.1,5.39351462406472,0.0,1.0,0.0,1.0,0.0,0.0,3.0,0.0
"mp-300777067, LiMnP2O7, Li2MnP2O7, mp-540221, mp-777067",3.118137475624221,-7.098194743863636,44.0,4.0,1.3030000000000002,502.3411895442884,943.2894759999999,-312.32056873,-2.568159846343617,15.9256213,0.02427244704545739,10.363636363636363,5.6451544350036444,0.0,1.0,0.0,1.0,0.0,0.0,4.0,0.0
"mp-300777069, Mn2PO5, LiMn2PO5, mp-770538, mp-777069",3.6443852708878075,-7.6183482571875,32.0,3.0,0.7572999999999999,402.5093573457329,883.3874079999999,-243.78714423,-2.4273018795654817,35.9999981,0.00533998906250055,13.125,7.218682358990455,0.0,1.0,0.0,1.0,0.0,0.0,3.0,0.0
"mp-300777072, VPO5, LiVPO5, mp-767483, mp-777072",2.626326745312187,-7.366058834285715,56.0,3.0,1.7964,818.9738411431061,1295.298096,-412.49929472,-2.513612739192177,7e-07,0.0036792774999980793,11.142857142857142,5.409741779646139,0.0,1.0,0.0,1.0,0.0,0.0,3.0,0.0
"mp-300777077, V4OF11, LiV4OF11, mp-782703, mp-777077",3.271859490215597,-6.230054243125,16.0,3.0,1.5199,217.59872933821492,428.7478352,-99.68086789,-3.13991074620875,6.9999993,0.001407514374999863,12.4375,6.10295778700787,1.0,1.0,0.0,1.0,0.0,0.0,3.0,0.0
"mp-300777081, V4O5F7, LiV4O5F7, mp-763945, mp-777081",3.311424777201398,-6.52403195125,16.0,3.0,0.5948,208.98334344098876,416.7518224,-104.38451122,-2.730716508098749,3.0000002,0.04648855875000013,12.1875,6.257183371933413,1.0,1.0,0.0,1.0,0.0,0.0,3.0,0.0
"mp-300777083, V6O7F5, LiV6O7F5, mp-778750, mp-777083",4.140938634933929,-7.2662839266666674,18.0,3.0,0.8096000000000001,205.570152168917,512.6368160000001,-130.79311068,-2.760176929983333,10.9999999,0.030590097777777103,13.277777777777779,6.886424290310091,1.0,1.0,0.0,1.0,0.0,0.0,3.0,0.0
