,deltaz,deltaz2,deltay,anisotropyMean,deltax2,deltay2,deltax, max Anisotropy
mp-300780493,-0.002225274794040333,-0.002225274794040333,-0.002225274794040333,-0.002225274794040333,-0.002225274794040333,-0.002225274794040333,-0.002225274794040333,-0.002225274794040333
mp-300780493,-0.0011527699367490966,-0.0011527699367490966,-0.0011527699367490966,-0.0011527699367490966,-0.0011527699367490966,-0.0011527699367490966,-0.0011527699367490966,-0.0011527699367490966
mp-300780494,inf,inf,inf,inf,inf,inf,inf,inf
mp-300780494,0.021963798769976117,0.021963798769976117,0.021963798769976117,0.021963798769976117,0.021963798769976117,0.021963798769976117,0.021963798769976117,0.021963798769976117
mp-300780518,0.08323554512731257,0.08323554512731257,0.08323554512731257,0.08323554512731257,0.08323554512731257,0.08323554512731257,0.08323554512731257,0.08323554512731257
mp-300780526,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf
mp-300780526,0.3229951279042877,0.3229951279042877,0.3229951279042877,0.3229951279042877,0.3229951279042877,0.3229951279042877,0.3229951279042877,0.3229951279042877
mp-300780542,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf
mp-300780542,-0.1496000835529525,-0.1496000835529525,-0.1496000835529525,-0.1496000835529525,-0.1496000835529525,-0.1496000835529525,-0.1496000835529525,-0.1496000835529525
mp-300780576,inf,inf,inf,inf,inf,inf,inf,inf
mp-300780632,0.012664253186808194,0.012664253186808194,0.012664253186808194,0.012664253186808194,0.012664253186808194,0.012664253186808194,0.012664253186808194,0.012664253186808194
mp-300780724,inf,inf,inf,inf,inf,inf,inf,inf
mp-300780742,inf,inf,inf,inf,inf,inf,inf,inf
mp-300780748,inf,inf,inf,inf,inf,inf,inf,inf
mp-300780754,0.21556121483721213,0.21556121483721213,0.21556121483721213,0.21556121483721213,0.21556121483721213,0.21556121483721213,0.21556121483721213,0.21556121483721213
mp-300780754,-1.2142309516631222,-1.2142309516631222,-1.2142309516631222,-1.2142309516631222,-1.2142309516631222,-1.2142309516631222,-1.2142309516631222,-1.2142309516631222
mp-300780764,inf,inf,inf,inf,inf,inf,inf,inf
mp-300780771,inf,inf,inf,inf,inf,inf,inf,inf
mp-300780775,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf
mp-300780834,0.3185343376051666,0.3185343376051666,0.3185343376051666,0.3185343376051666,0.3185343376051666,0.3185343376051666,0.3185343376051666,0.3185343376051666
mp-300780874,inf,inf,inf,inf,inf,inf,inf,inf
mp-300780911,inf,inf,inf,inf,inf,inf,inf,inf
mp-300780911,-1.176774422675939,-1.176774422675939,-1.176774422675939,-1.176774422675939,-1.176774422675939,-1.176774422675939,-1.176774422675939,-1.176774422675939
mp-300780918,0.07115308723800062,0.07115308723800062,0.07115308723800062,0.07115308723800062,0.07115308723800062,0.07115308723800062,0.07115308723800062,0.07115308723800062
mp-300780926,inf,inf,inf,inf,inf,inf,inf,inf
mp-300780926,-0.5498747119528729,-0.5498747119528729,-0.5498747119528729,-0.5498747119528729,-0.5498747119528729,-0.5498747119528729,-0.5498747119528729,-0.5498747119528729
mp-300781073,0.015924583417226634,0.015924583417226634,0.015924583417226634,0.015924583417226634,0.015924583417226634,0.015924583417226634,0.015924583417226634,0.015924583417226634
mp-300781078,0.0011726378778513784,0.0011726378778513784,0.0011726378778513784,0.0011726378778513784,0.0011726378778513784,0.0011726378778513784,0.0011726378778513784,0.0011726378778513784
mp-300781083,inf,inf,inf,inf,inf,inf,inf,inf
mp-300781111,inf,inf,inf,inf,inf,inf,inf,inf
mp-300781126,-0.5402307493812201,-0.5402307493812201,-0.5402307493812201,-0.5402307493812201,-0.5402307493812201,-0.5402307493812201,-0.5402307493812201,-0.5402307493812201
mp-300781184,inf,inf,inf,inf,inf,inf,inf,inf
mp-300781498,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf
mp-300781591,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf
mp-300781591,-0.05447342500000008,-0.05447342500000008,-0.05447342500000008,-0.05447342500000008,-0.05447342500000008,-0.05447342500000008,-0.05447342500000008,-0.05447342500000008
mp-300781593,inf,inf,inf,inf,inf,inf,inf,inf
mp-300781613,inf,inf,inf,inf,inf,inf,inf,inf
mp-300781697,0.0035866545950380404,0.0035866545950380404,0.0035866545950380404,0.0035866545950380404,0.0035866545950380404,0.0035866545950380404,0.0035866545950380404,0.0035866545950380404
mp-300781753,0.03617027336033285,0.03617027336033285,0.03617027336033285,0.03617027336033285,0.03617027336033285,0.03617027336033285,0.03617027336033285,0.03617027336033285
mp-300781772,inf,inf,inf,inf,inf,inf,inf,inf
mp-300782001,0.012624148004093349,0.012624148004093349,0.012624148004093349,0.012624148004093349,0.012624148004093349,0.012624148004093349,0.012624148004093349,0.012624148004093349
mp-300782643,3.565849512140728,3.565849512140728,3.565849512140728,3.565849512140728,3.565849512140728,3.565849512140728,3.565849512140728,3.565849512140728
mp-300782691,inf,inf,inf,inf,inf,inf,inf,inf
mp-300782698,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf
mp-300782711,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf
mp-300782714,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf
mp-300783907,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf
mp-300783909,-0.7714474624589036,-0.7714474624589036,-0.7714474624589036,-0.7714474624589036,-0.7714474624589036,-0.7714474624589036,-0.7714474624589036,-0.7714474624589036
mp-300783910,0.02176883655627293,0.02176883655627293,0.02176883655627293,0.02176883655627293,0.02176883655627293,0.02176883655627293,0.02176883655627293,0.02176883655627293
mp-300783910,-0.0008048712192874062,-0.0008048712192874062,-0.0008048712192874062,-0.0008048712192874062,-0.0008048712192874062,-0.0008048712192874062,-0.0008048712192874062,-0.0008048712192874062
mp-300783910,1.3037971122510963,1.3037971122510963,1.3037971122510963,1.3037971122510963,1.3037971122510963,1.3037971122510963,1.3037971122510963,1.3037971122510963
mp-300783911,inf,inf,inf,inf,inf,inf,inf,inf
mp-300849220,0.019936193777014832,0.019936193777014832,0.019936193777014832,0.019936193777014832,0.019936193777014832,0.019936193777014832,0.019936193777014832,0.019936193777014832
mp-300849259,1.7275204320753712,1.7275204320753712,1.7275204320753712,1.7275204320753712,1.7275204320753712,1.7275204320753712,1.7275204320753712,1.7275204320753712
mp-300849265,inf,inf,inf,inf,inf,inf,inf,inf
mp-300849327,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf
mp-300849327,0.06530556500058582,0.06530556500058582,0.06530556500058582,0.06530556500058582,0.06530556500058582,0.06530556500058582,0.06530556500058582,0.06530556500058582
mp-300849369,0.003761311792149336,0.003761311792149336,0.003761311792149336,0.003761311792149336,0.003761311792149336,0.003761311792149336,0.003761311792149336,0.003761311792149336
mp-300849369,1.0128811343012023,1.0128811343012023,1.0128811343012023,1.0128811343012023,1.0128811343012023,1.0128811343012023,1.0128811343012023,1.0128811343012023
mp-300849468,inf,inf,inf,inf,inf,inf,inf,inf
mp-300849493,0.1072023616434361,0.1072023616434361,0.1072023616434361,0.1072023616434361,0.1072023616434361,0.1072023616434361,0.1072023616434361,0.1072023616434361
mp-300849516,0.2703542571175177,0.2703542571175177,0.2703542571175177,0.2703542571175177,0.2703542571175177,0.2703542571175177,0.2703542571175177,0.2703542571175177
mp-300849516,-0.04936635856468685,-0.04936635856468685,-0.04936635856468685,-0.04936635856468685,-0.04936635856468685,-0.04936635856468685,-0.04936635856468685,-0.04936635856468685
