,deltaz,deltaz2,deltay,anisotropyMean,deltax2,deltay2,deltax, max Anisotropy
mp-300765552,-0.03757565399467655,-0.03757565399467655,-0.03757565399467655,-0.03757565399467655,-0.03757565399467655,-0.03757565399467655,-0.03757565399467655,-0.03757565399467655
mp-300765570,-0.007760714535833824,-0.007760714535833824,-0.007760714535833824,-0.007760714535833824,-0.007760714535833824,-0.007760714535833824,-0.007760714535833824,-0.007760714535833824
mp-300765603,0.02707284616174688,0.02707284616174688,0.02707284616174688,0.02707284616174688,0.02707284616174688,0.02707284616174688,0.02707284616174688,0.02707284616174688
mp-300765603,-0.034318936660405974,-0.034318936660405974,-0.034318936660405974,-0.034318936660405974,-0.034318936660405974,-0.034318936660405974,-0.034318936660405974,-0.034318936660405974
mp-300765611,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf
mp-300765611,0.09596623807630243,0.09596623807630243,0.09596623807630243,0.09596623807630243,0.09596623807630243,0.09596623807630243,0.09596623807630243,0.09596623807630243
mp-300765611,-2.970811181459892,-2.970811181459892,-2.970811181459892,-2.970811181459892,-2.970811181459892,-2.970811181459892,-2.970811181459892,-2.970811181459892
mp-300765619,-0.01614277424598165,-0.01614277424598165,-0.01614277424598165,-0.01614277424598165,-0.01614277424598165,-0.01614277424598165,-0.01614277424598165,-0.01614277424598165
mp-300765649,0.0005493439511237154,0.0005493439511237154,0.0005493439511237154,0.0005493439511237154,0.0005493439511237154,0.0005493439511237154,0.0005493439511237154,0.0005493439511237154
mp-300765660,inf,inf,inf,inf,inf,inf,inf,inf
mp-300765660,0.019513689555381426,0.019513689555381426,0.019513689555381426,0.019513689555381426,0.019513689555381426,0.019513689555381426,0.019513689555381426,0.019513689555381426
mp-300765678,-0.0072075511404405814,-0.0072075511404405814,-0.0072075511404405814,-0.0072075511404405814,-0.0072075511404405814,-0.0072075511404405814,-0.0072075511404405814,-0.0072075511404405814
mp-300765682,inf,inf,inf,inf,inf,inf,inf,inf
mp-300765682,-1.1660094495488282,-1.1660094495488282,-1.1660094495488282,-1.1660094495488282,-1.1660094495488282,-1.1660094495488282,-1.1660094495488282,-1.1660094495488282
mp-300765694,0.02139700533369604,0.02139700533369604,0.02139700533369604,0.02139700533369604,0.02139700533369604,0.02139700533369604,0.02139700533369604,0.02139700533369604
mp-300765697,0.009425792348570994,0.009425792348570994,0.009425792348570994,0.009425792348570994,0.009425792348570994,0.009425792348570994,0.009425792348570994,0.009425792348570994
mp-300765701,0.017225458584764652,0.017225458584764652,0.017225458584764652,0.017225458584764652,0.017225458584764652,0.017225458584764652,0.017225458584764652,0.017225458584764652
mp-300765706,0.014773585412552137,0.014773585412552137,0.014773585412552137,0.014773585412552137,0.014773585412552137,0.014773585412552137,0.014773585412552137,0.014773585412552137
mp-300765706,-0.006432568641682106,-0.006432568641682106,-0.006432568641682106,-0.006432568641682106,-0.006432568641682106,-0.006432568641682106,-0.006432568641682106,-0.006432568641682106
mp-300765709,-0.0036213577620998185,-0.0036213577620998185,-0.0036213577620998185,-0.0036213577620998185,-0.0036213577620998185,-0.0036213577620998185,-0.0036213577620998185,-0.0036213577620998185
mp-300765709,0.9087623295448176,0.9087623295448176,0.9087623295448176,0.9087623295448176,0.9087623295448176,0.9087623295448176,0.9087623295448176,0.9087623295448176
mp-300765709,-0.33706161094374365,-0.33706161094374365,-0.33706161094374365,-0.33706161094374365,-0.33706161094374365,-0.33706161094374365,-0.33706161094374365,-0.33706161094374365
mp-300765710,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf
mp-300765712,0.04988396479479197,0.04988396479479197,0.04988396479479197,0.04988396479479197,0.04988396479479197,0.04988396479479197,0.04988396479479197,0.04988396479479197
mp-300765712,-0.012061792089890076,-0.012061792089890076,-0.012061792089890076,-0.012061792089890076,-0.012061792089890076,-0.012061792089890076,-0.012061792089890076,-0.012061792089890076
mp-300765717,0.01911812083257125,0.01911812083257125,0.01911812083257125,0.01911812083257125,0.01911812083257125,0.01911812083257125,0.01911812083257125,0.01911812083257125
mp-300765722,-0.039888160910582116,-0.039888160910582116,-0.039888160910582116,-0.039888160910582116,-0.039888160910582116,-0.039888160910582116,-0.039888160910582116,-0.039888160910582116
mp-300765722,-0.02243170424181784,-0.02243170424181784,-0.02243170424181784,-0.02243170424181784,-0.02243170424181784,-0.02243170424181784,-0.02243170424181784,-0.02243170424181784
mp-300765722,0.03086572972470828,0.03086572972470828,0.03086572972470828,0.03086572972470828,0.03086572972470828,0.03086572972470828,0.03086572972470828,0.03086572972470828
mp-300765723,-0.031104169137275317,-0.031104169137275317,-0.031104169137275317,-0.031104169137275317,-0.031104169137275317,-0.031104169137275317,-0.031104169137275317,-0.031104169137275317
mp-300765723,-0.5892081076921349,-0.5892081076921349,-0.5892081076921349,-0.5892081076921349,-0.5892081076921349,-0.5892081076921349,-0.5892081076921349,-0.5892081076921349
mp-300765728,-1.4891852133302728,-1.4891852133302728,-1.4891852133302728,-1.4891852133302728,-1.4891852133302728,-1.4891852133302728,-1.4891852133302728,-1.4891852133302728
mp-300765743,-0.05307915648381867,-0.05307915648381867,-0.05307915648381867,-0.05307915648381867,-0.05307915648381867,-0.05307915648381867,-0.05307915648381867,-0.05307915648381867
mp-300765747,2.182939709354107,2.182939709354107,2.182939709354107,2.182939709354107,2.182939709354107,2.182939709354107,2.182939709354107,2.182939709354107
mp-300765747,-1.4862286900999708,-1.4862286900999708,-1.4862286900999708,-1.4862286900999708,-1.4862286900999708,-1.4862286900999708,-1.4862286900999708,-1.4862286900999708
mp-300765750,-0.0007373647924502348,-0.0007373647924502348,-0.0007373647924502348,-0.0007373647924502348,-0.0007373647924502348,-0.0007373647924502348,-0.0007373647924502348,-0.0007373647924502348
mp-300765757,0.12593126675786767,0.12593126675786767,0.12593126675786767,0.12593126675786767,0.12593126675786767,0.12593126675786767,0.12593126675786767,0.12593126675786767
mp-300765758,-0.006368201826533415,-0.006368201826533415,-0.006368201826533415,-0.006368201826533415,-0.006368201826533415,-0.006368201826533415,-0.006368201826533415,-0.006368201826533415
mp-300765765,inf,inf,inf,inf,inf,inf,inf,inf
mp-300765765,-1.4249599618043618e-05,-1.4249599618043618e-05,-1.4249599618043618e-05,-1.4249599618043618e-05,-1.4249599618043618e-05,-1.4249599618043618e-05,-1.4249599618043618e-05,-1.4249599618043618e-05
mp-300765769,0.0821893891343839,0.0821893891343839,0.0821893891343839,0.0821893891343839,0.0821893891343839,0.0821893891343839,0.0821893891343839,0.0821893891343839
mp-300765780,inf,inf,inf,inf,inf,inf,inf,inf
mp-300765781,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf
mp-300765784,-0.03156214068872032,-0.03156214068872032,-0.03156214068872032,-0.03156214068872032,-0.03156214068872032,-0.03156214068872032,-0.03156214068872032,-0.03156214068872032
mp-300765784,-0.35746938928247074,-0.35746938928247074,-0.35746938928247074,-0.35746938928247074,-0.35746938928247074,-0.35746938928247074,-0.35746938928247074,-0.35746938928247074
mp-300765786,0.03494390566363492,0.03494390566363492,0.03494390566363492,0.03494390566363492,0.03494390566363492,0.03494390566363492,0.03494390566363492,0.03494390566363492
mp-300765788,0.04003744426739386,0.04003744426739386,0.04003744426739386,0.04003744426739386,0.04003744426739386,0.04003744426739386,0.04003744426739386,0.04003744426739386
mp-300765791,inf,inf,inf,inf,inf,inf,inf,inf
mp-300765796,inf,inf,inf,inf,inf,inf,inf,inf
mp-300765796,-0.00671642660220062,-0.00671642660220062,-0.00671642660220062,-0.00671642660220062,-0.00671642660220062,-0.00671642660220062,-0.00671642660220062,-0.00671642660220062
mp-300765798,-0.3804635537398113,-0.3804635537398113,-0.3804635537398113,-0.3804635537398113,-0.3804635537398113,-0.3804635537398113,-0.3804635537398113,-0.3804635537398113
mp-300765803,inf,inf,inf,inf,inf,inf,inf,inf
mp-300765803,-0.7629116416655326,-0.7629116416655326,-0.7629116416655326,-0.7629116416655326,-0.7629116416655326,-0.7629116416655326,-0.7629116416655326,-0.7629116416655326
mp-300765804,-0.010092666582450428,-0.010092666582450428,-0.010092666582450428,-0.010092666582450428,-0.010092666582450428,-0.010092666582450428,-0.010092666582450428,-0.010092666582450428
mp-300765810,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf
mp-300765811,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf
mp-300765816,-0.028331815000000038,-0.028331815000000038,-0.028331815000000038,-0.028331815000000038,-0.028331815000000038,-0.028331815000000038,-0.028331815000000038,-0.028331815000000038
mp-300765816,0.0245350553407222,0.0245350553407222,0.0245350553407222,0.0245350553407222,0.0245350553407222,0.0245350553407222,0.0245350553407222,0.0245350553407222
mp-300765820,0.07982243995517724,0.07982243995517724,0.07982243995517724,0.07982243995517724,0.07982243995517724,0.07982243995517724,0.07982243995517724,0.07982243995517724
mp-300765830,0.06017541500000001,0.06017541500000001,0.06017541500000001,0.06017541500000001,0.06017541500000001,0.06017541500000001,0.06017541500000001,0.06017541500000001
mp-300765830,0.04166934624999996,0.04166934624999996,0.04166934624999996,0.04166934624999996,0.04166934624999996,0.04166934624999996,0.04166934624999996,0.04166934624999996
mp-300765833,-0.0038058000958063327,-0.0038058000958063327,-0.0038058000958063327,-0.0038058000958063327,-0.0038058000958063327,-0.0038058000958063327,-0.0038058000958063327,-0.0038058000958063327
mp-300765834,-0.3998481852001833,-0.3998481852001833,-0.3998481852001833,-0.3998481852001833,-0.3998481852001833,-0.3998481852001833,-0.3998481852001833,-0.3998481852001833
mp-300765836,-0.7444132346297974,-0.7444132346297974,-0.7444132346297974,-0.7444132346297974,-0.7444132346297974,-0.7444132346297974,-0.7444132346297974,-0.7444132346297974
mp-300765837,0.0064367327473718716,0.0064367327473718716,0.0064367327473718716,0.0064367327473718716,0.0064367327473718716,0.0064367327473718716,0.0064367327473718716,0.0064367327473718716
mp-300765840,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf
mp-300765841,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf
mp-300765853,inf,inf,inf,inf,inf,inf,inf,inf
mp-300765854,-0.004236810813252223,-0.004236810813252223,-0.004236810813252223,-0.004236810813252223,-0.004236810813252223,-0.004236810813252223,-0.004236810813252223,-0.004236810813252223
mp-300765862,-0.11815638694126485,-0.11815638694126485,-0.11815638694126485,-0.11815638694126485,-0.11815638694126485,-0.11815638694126485,-0.11815638694126485,-0.11815638694126485
mp-300765863,inf,inf,inf,inf,inf,inf,inf,inf
mp-300765867,inf,inf,inf,inf,inf,inf,inf,inf
mp-300765874,inf,inf,inf,inf,inf,inf,inf,inf
mp-300765882,inf,inf,inf,inf,inf,inf,inf,inf
mp-300765883,inf,inf,inf,inf,inf,inf,inf,inf
mp-300765894,-0.03836881548029738,-0.03836881548029738,-0.03836881548029738,-0.03836881548029738,-0.03836881548029738,-0.03836881548029738,-0.03836881548029738,-0.03836881548029738
mp-300765894,-0.0009840843671000687,-0.0009840843671000687,-0.0009840843671000687,-0.0009840843671000687,-0.0009840843671000687,-0.0009840843671000687,-0.0009840843671000687,-0.0009840843671000687
mp-300765896,inf,inf,inf,inf,inf,inf,inf,inf
mp-300765898,inf,inf,inf,inf,inf,inf,inf,inf
mp-300765898,-0.03401089394988621,-0.03401089394988621,-0.03401089394988621,-0.03401089394988621,-0.03401089394988621,-0.03401089394988621,-0.03401089394988621,-0.03401089394988621
mp-300765899,inf,inf,inf,inf,inf,inf,inf,inf
mp-300765899,-0.1933837183015301,-0.1933837183015301,-0.1933837183015301,-0.1933837183015301,-0.1933837183015301,-0.1933837183015301,-0.1933837183015301,-0.1933837183015301
mp-300765899,-0.4848513537816714,-0.4848513537816714,-0.4848513537816714,-0.4848513537816714,-0.4848513537816714,-0.4848513537816714,-0.4848513537816714,-0.4848513537816714
mp-300765901,inf,inf,inf,inf,inf,inf,inf,inf
mp-300765901,-0.4427231957067984,-0.4427231957067984,-0.4427231957067984,-0.4427231957067984,-0.4427231957067984,-0.4427231957067984,-0.4427231957067984,-0.4427231957067984
mp-300765920,-0.020439083462290064,-0.020439083462290064,-0.020439083462290064,-0.020439083462290064,-0.020439083462290064,-0.020439083462290064,-0.020439083462290064,-0.020439083462290064
mp-300765927,-0.007579758030935579,-0.007579758030935579,-0.007579758030935579,-0.007579758030935579,-0.007579758030935579,-0.007579758030935579,-0.007579758030935579,-0.007579758030935579
mp-300765929,0.00037153333549680114,0.00037153333549680114,0.00037153333549680114,0.00037153333549680114,0.00037153333549680114,0.00037153333549680114,0.00037153333549680114,0.00037153333549680114
mp-300765930,0.3472300158693038,0.3472300158693038,0.3472300158693038,0.3472300158693038,0.3472300158693038,0.3472300158693038,0.3472300158693038,0.3472300158693038
mp-300765937,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf
mp-300765937,-0.007088430027693882,-0.007088430027693882,-0.007088430027693882,-0.007088430027693882,-0.007088430027693882,-0.007088430027693882,-0.007088430027693882,-0.007088430027693882
mp-300765937,0.0573717930305652,0.0573717930305652,0.0573717930305652,0.0573717930305652,0.0573717930305652,0.0573717930305652,0.0573717930305652,0.0573717930305652
mp-300765945,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf
mp-300765960,inf,inf,inf,inf,inf,inf,inf,inf
mp-300765960,0.057077390345475536,0.057077390345475536,0.057077390345475536,0.057077390345475536,0.057077390345475536,0.057077390345475536,0.057077390345475536,0.057077390345475536
mp-300765960,-0.048108271537670166,-0.048108271537670166,-0.048108271537670166,-0.048108271537670166,-0.048108271537670166,-0.048108271537670166,-0.048108271537670166,-0.048108271537670166
mp-300765971,0.0059789140719413115,0.0059789140719413115,0.0059789140719413115,0.0059789140719413115,0.0059789140719413115,0.0059789140719413115,0.0059789140719413115,0.0059789140719413115
mp-300765997,inf,inf,inf,inf,inf,inf,inf,inf
mp-300765997,-0.05164984226727265,-0.05164984226727265,-0.05164984226727265,-0.05164984226727265,-0.05164984226727265,-0.05164984226727265,-0.05164984226727265,-0.05164984226727265
mp-300766028,0.011370647804111568,0.011370647804111568,0.011370647804111568,0.011370647804111568,0.011370647804111568,0.011370647804111568,0.011370647804111568,0.011370647804111568
mp-300766055,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf
mp-300766055,0.04048339799358155,0.04048339799358155,0.04048339799358155,0.04048339799358155,0.04048339799358155,0.04048339799358155,0.04048339799358155,0.04048339799358155
mp-300766091,0.012631691677777113,0.012631691677777113,0.012631691677777113,0.012631691677777113,0.012631691677777113,0.012631691677777113,0.012631691677777113,0.012631691677777113
mp-300766109,-0.00407106849863359,-0.00407106849863359,-0.00407106849863359,-0.00407106849863359,-0.00407106849863359,-0.00407106849863359,-0.00407106849863359,-0.00407106849863359
mp-300766114,inf,inf,inf,inf,inf,inf,inf,inf
mp-300766115,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf
mp-300766115,-0.5387434247890255,-0.5387434247890255,-0.5387434247890255,-0.5387434247890255,-0.5387434247890255,-0.5387434247890255,-0.5387434247890255,-0.5387434247890255
mp-300766140,-0.0048117713102537145,-0.0048117713102537145,-0.0048117713102537145,-0.0048117713102537145,-0.0048117713102537145,-0.0048117713102537145,-0.0048117713102537145,-0.0048117713102537145
mp-300766140,-0.008059041864756367,-0.008059041864756367,-0.008059041864756367,-0.008059041864756367,-0.008059041864756367,-0.008059041864756367,-0.008059041864756367,-0.008059041864756367
mp-300766140,0.0117496572711188,0.0117496572711188,0.0117496572711188,0.0117496572711188,0.0117496572711188,0.0117496572711188,0.0117496572711188,0.0117496572711188
mp-300766157,0.013664498820331272,0.013664498820331272,0.013664498820331272,0.013664498820331272,0.013664498820331272,0.013664498820331272,0.013664498820331272,0.013664498820331272
mp-300766157,-0.022600216500918525,-0.022600216500918525,-0.022600216500918525,-0.022600216500918525,-0.022600216500918525,-0.022600216500918525,-0.022600216500918525,-0.022600216500918525
mp-300766239,0.004899399830250406,0.004899399830250406,0.004899399830250406,0.004899399830250406,0.004899399830250406,0.004899399830250406,0.004899399830250406,0.004899399830250406
mp-300766239,0.3912335344775241,0.3912335344775241,0.3912335344775241,0.3912335344775241,0.3912335344775241,0.3912335344775241,0.3912335344775241,0.3912335344775241
mp-300766486,inf,inf,inf,inf,inf,inf,inf,inf
mp-300766543,0.007034667153916764,0.007034667153916764,0.007034667153916764,0.007034667153916764,0.007034667153916764,0.007034667153916764,0.007034667153916764,0.007034667153916764
mp-300766608,inf,inf,inf,inf,inf,inf,inf,inf
mp-300766608,-1.3257800216324829,-1.3257800216324829,-1.3257800216324829,-1.3257800216324829,-1.3257800216324829,-1.3257800216324829,-1.3257800216324829,-1.3257800216324829
mp-300766631,inf,inf,inf,inf,inf,inf,inf,inf
mp-300766652,-0.008519268247143219,-0.008519268247143219,-0.008519268247143219,-0.008519268247143219,-0.008519268247143219,-0.008519268247143219,-0.008519268247143219,-0.008519268247143219
mp-300766658,inf,inf,inf,inf,inf,inf,inf,inf
mp-300766678,0.017113741419823914,0.017113741419823914,0.017113741419823914,0.017113741419823914,0.017113741419823914,0.017113741419823914,0.017113741419823914,0.017113741419823914
mp-300766714,0.011073833636301876,0.011073833636301876,0.011073833636301876,0.011073833636301876,0.011073833636301876,0.011073833636301876,0.011073833636301876,0.011073833636301876
mp-300766714,-0.016754005797954497,-0.016754005797954497,-0.016754005797954497,-0.016754005797954497,-0.016754005797954497,-0.016754005797954497,-0.016754005797954497,-0.016754005797954497
mp-300766728,inf,inf,inf,inf,inf,inf,inf,inf
mp-300766730,inf,inf,inf,inf,inf,inf,inf,inf
mp-300766730,-0.4827312961346951,-0.4827312961346951,-0.4827312961346951,-0.4827312961346951,-0.4827312961346951,-0.4827312961346951,-0.4827312961346951,-0.4827312961346951
mp-300766737,inf,inf,inf,inf,inf,inf,inf,inf
mp-300766739,inf,inf,inf,inf,inf,inf,inf,inf
mp-300766739,-0.00246077249956822,-0.00246077249956822,-0.00246077249956822,-0.00246077249956822,-0.00246077249956822,-0.00246077249956822,-0.00246077249956822,-0.00246077249956822
mp-300766742,inf,inf,inf,inf,inf,inf,inf,inf
mp-300766742,-0.02056946600613108,-0.02056946600613108,-0.02056946600613108,-0.02056946600613108,-0.02056946600613108,-0.02056946600613108,-0.02056946600613108,-0.02056946600613108
mp-300766750,inf,inf,inf,inf,inf,inf,inf,inf
mp-300766755,0.011801811645988591,0.011801811645988591,0.011801811645988591,0.011801811645988591,0.011801811645988591,0.011801811645988591,0.011801811645988591,0.011801811645988591
mp-300766766,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf
mp-300766766,-0.009934382591262114,-0.009934382591262114,-0.009934382591262114,-0.009934382591262114,-0.009934382591262114,-0.009934382591262114,-0.009934382591262114,-0.009934382591262114
mp-300766777,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf
mp-300766795,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf
mp-300766797,inf,inf,inf,inf,inf,inf,inf,inf
mp-300766809,0.12302962291182327,0.12302962291182327,0.12302962291182327,0.12302962291182327,0.12302962291182327,0.12302962291182327,0.12302962291182327,0.12302962291182327
mp-300766809,-0.04994303537885747,-0.04994303537885747,-0.04994303537885747,-0.04994303537885747,-0.04994303537885747,-0.04994303537885747,-0.04994303537885747,-0.04994303537885747
mp-300766823,-0.002485648540155205,-0.002485648540155205,-0.002485648540155205,-0.002485648540155205,-0.002485648540155205,-0.002485648540155205,-0.002485648540155205,-0.002485648540155205
mp-300766846,inf,inf,inf,inf,inf,inf,inf,inf
mp-300766850,inf,inf,inf,inf,inf,inf,inf,inf
mp-300766853,inf,inf,inf,inf,inf,inf,inf,inf
mp-300766859,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf
mp-300766972,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf
mp-300766986,-0.050031486213574894,-0.050031486213574894,-0.050031486213574894,-0.050031486213574894,-0.050031486213574894,-0.050031486213574894,-0.050031486213574894,-0.050031486213574894
mp-300766986,-1.600010917978369,-1.600010917978369,-1.600010917978369,-1.600010917978369,-1.600010917978369,-1.600010917978369,-1.600010917978369,-1.600010917978369
mp-300766992,inf,inf,inf,inf,inf,inf,inf,inf
mp-300766992,0.015702239150878542,0.015702239150878542,0.015702239150878542,0.015702239150878542,0.015702239150878542,0.015702239150878542,0.015702239150878542,0.015702239150878542
mp-300766992,0.03177987152894435,0.03177987152894435,0.03177987152894435,0.03177987152894435,0.03177987152894435,0.03177987152894435,0.03177987152894435,0.03177987152894435
mp-300767026,-0.022442329364310787,-0.022442329364310787,-0.022442329364310787,-0.022442329364310787,-0.022442329364310787,-0.022442329364310787,-0.022442329364310787,-0.022442329364310787
mp-300767040,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf
mp-300767049,0.08070951500652067,0.08070951500652067,0.08070951500652067,0.08070951500652067,0.08070951500652067,0.08070951500652067,0.08070951500652067,0.08070951500652067
mp-300767053,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf
mp-300767053,-0.2839396240137422,-0.2839396240137422,-0.2839396240137422,-0.2839396240137422,-0.2839396240137422,-0.2839396240137422,-0.2839396240137422,-0.2839396240137422
mp-300767053,-0.08471830091832633,-0.08471830091832633,-0.08471830091832633,-0.08471830091832633,-0.08471830091832633,-0.08471830091832633,-0.08471830091832633,-0.08471830091832633
mp-300767053,-0.3613014827518454,-0.3613014827518454,-0.3613014827518454,-0.3613014827518454,-0.3613014827518454,-0.3613014827518454,-0.3613014827518454,-0.3613014827518454
mp-300767057,inf,inf,inf,inf,inf,inf,inf,inf
mp-300767067,inf,inf,inf,inf,inf,inf,inf,inf
mp-300767071,-1.947317641926636,-1.947317641926636,-1.947317641926636,-1.947317641926636,-1.947317641926636,-1.947317641926636,-1.947317641926636,-1.947317641926636
mp-300767075,0.08520883250891931,0.08520883250891931,0.08520883250891931,0.08520883250891931,0.08520883250891931,0.08520883250891931,0.08520883250891931,0.08520883250891931
mp-300767084,inf,inf,inf,inf,inf,inf,inf,inf
mp-300767088,inf,inf,inf,inf,inf,inf,inf,inf
mp-300767104,-0.18034160289654447,-0.18034160289654447,-0.18034160289654447,-0.18034160289654447,-0.18034160289654447,-0.18034160289654447,-0.18034160289654447,-0.18034160289654447
mp-300767104,-0.5790947075985153,-0.5790947075985153,-0.5790947075985153,-0.5790947075985153,-0.5790947075985153,-0.5790947075985153,-0.5790947075985153,-0.5790947075985153
mp-300767106,inf,inf,inf,inf,inf,inf,inf,inf
mp-300767106,-0.01023955159045675,-0.01023955159045675,-0.01023955159045675,-0.01023955159045675,-0.01023955159045675,-0.01023955159045675,-0.01023955159045675,-0.01023955159045675
mp-300767131,inf,inf,inf,inf,inf,inf,inf,inf
mp-300767132,inf,inf,inf,inf,inf,inf,inf,inf
mp-300767137,inf,inf,inf,inf,inf,inf,inf,inf
mp-300767138,-0.09971111696970927,-0.09971111696970927,-0.09971111696970927,-0.09971111696970927,-0.09971111696970927,-0.09971111696970927,-0.09971111696970927,-0.09971111696970927
mp-300767161,-0.05506801306410244,-0.05506801306410244,-0.05506801306410244,-0.05506801306410244,-0.05506801306410244,-0.05506801306410244,-0.05506801306410244,-0.05506801306410244
mp-300767166,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf
mp-300767166,0.19630524926004567,0.19630524926004567,0.19630524926004567,0.19630524926004567,0.19630524926004567,0.19630524926004567,0.19630524926004567,0.19630524926004567
mp-300767175,-1.4708212958283529,-1.4708212958283529,-1.4708212958283529,-1.4708212958283529,-1.4708212958283529,-1.4708212958283529,-1.4708212958283529,-1.4708212958283529
mp-300767175,-0.0021716842383447954,-0.0021716842383447954,-0.0021716842383447954,-0.0021716842383447954,-0.0021716842383447954,-0.0021716842383447954,-0.0021716842383447954,-0.0021716842383447954
mp-300767188,inf,inf,inf,inf,inf,inf,inf,inf
mp-300767196,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf
mp-300767198,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf
mp-300767205,0.03788657281692931,0.03788657281692931,0.03788657281692931,0.03788657281692931,0.03788657281692931,0.03788657281692931,0.03788657281692931,0.03788657281692931
mp-300767241,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf
mp-300767246,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf
mp-300767249,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf
mp-300767251,0.00027938999999976843,0.00027938999999976843,0.00027938999999976843,0.00027938999999976843,0.00027938999999976843,0.00027938999999976843,0.00027938999999976843,0.00027938999999976843
mp-300767251,0.018366423333333454,0.018366423333333454,0.018366423333333454,0.018366423333333454,0.018366423333333454,0.018366423333333454,0.018366423333333454,0.018366423333333454
mp-300767260,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf
mp-300767267,inf,inf,inf,inf,inf,inf,inf,inf
mp-300767267,0.1024268441847398,0.1024268441847398,0.1024268441847398,0.1024268441847398,0.1024268441847398,0.1024268441847398,0.1024268441847398,0.1024268441847398
mp-300767273,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf
mp-300767273,-0.027987940623210417,-0.027987940623210417,-0.027987940623210417,-0.027987940623210417,-0.027987940623210417,-0.027987940623210417,-0.027987940623210417,-0.027987940623210417
mp-300767275,-0.016891073598825024,-0.016891073598825024,-0.016891073598825024,-0.016891073598825024,-0.016891073598825024,-0.016891073598825024,-0.016891073598825024,-0.016891073598825024
mp-300767292,0.004900098155027936,0.004900098155027936,0.004900098155027936,0.004900098155027936,0.004900098155027936,0.004900098155027936,0.004900098155027936,0.004900098155027936
mp-300767296,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf
mp-300767299,-0.04912802347326295,-0.04912802347326295,-0.04912802347326295,-0.04912802347326295,-0.04912802347326295,-0.04912802347326295,-0.04912802347326295,-0.04912802347326295
mp-300767303,inf,inf,inf,inf,inf,inf,inf,inf
mp-300767303,-0.6381887026970983,-0.6381887026970983,-0.6381887026970983,-0.6381887026970983,-0.6381887026970983,-0.6381887026970983,-0.6381887026970983,-0.6381887026970983
mp-300767309,inf,inf,inf,inf,inf,inf,inf,inf
mp-300767311,-0.6580316310590151,-0.6580316310590151,-0.6580316310590151,-0.6580316310590151,-0.6580316310590151,-0.6580316310590151,-0.6580316310590151,-0.6580316310590151
mp-300767327,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf
mp-300767349,inf,inf,inf,inf,inf,inf,inf,inf
mp-300767356,inf,inf,inf,inf,inf,inf,inf,inf
mp-300767384,inf,inf,inf,inf,inf,inf,inf,inf
mp-300767395,0.015044984509092309,0.015044984509092309,0.015044984509092309,0.015044984509092309,0.015044984509092309,0.015044984509092309,0.015044984509092309,0.015044984509092309
mp-300767433,inf,inf,inf,inf,inf,inf,inf,inf
mp-300767440,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf
mp-300767444,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf
mp-300767444,-0.7205257200023407,-0.7205257200023407,-0.7205257200023407,-0.7205257200023407,-0.7205257200023407,-0.7205257200023407,-0.7205257200023407,-0.7205257200023407
mp-300767453,inf,inf,inf,inf,inf,inf,inf,inf
mp-300767460,0.04824889381311071,0.04824889381311071,0.04824889381311071,0.04824889381311071,0.04824889381311071,0.04824889381311071,0.04824889381311071,0.04824889381311071
mp-300767473,-0.03449384906156228,-0.03449384906156228,-0.03449384906156228,-0.03449384906156228,-0.03449384906156228,-0.03449384906156228,-0.03449384906156228,-0.03449384906156228
mp-300767478,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf
mp-300767488,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf
mp-300767490,-0.0005681030158015687,-0.0005681030158015687,-0.0005681030158015687,-0.0005681030158015687,-0.0005681030158015687,-0.0005681030158015687,-0.0005681030158015687,-0.0005681030158015687
